,0
2021-07-05 23:00:00,1.998236081
2021-07-05 23:15:00,1.896666963
2021-07-05 23:30:00,1.741675135
2021-07-05 23:45:00,1.789871594
2021-07-06 00:00:00,1.852514951
2021-07-06 00:15:00,2.043217685
2021-07-06 00:30:00,1.805803052
2021-07-06 00:45:00,1.964602496
2021-07-06 01:00:00,1.627473715
2021-07-06 01:15:00,1.721311506
2021-07-06 01:30:00,1.409294796
2021-07-06 01:45:00,1.262395098
2021-07-06 02:00:00,1.060933645
2021-07-06 02:15:00,0.833797488
2021-07-06 02:30:00,0.77992117
2021-07-06 02:45:00,0.465456453
2021-07-06 03:00:00,0.231901846
2021-07-06 03:15:00,-0.223195706
2021-07-06 03:30:00,-0.459734835
2021-07-06 03:45:00,-0.58189611
2021-07-06 04:00:00,-0.885309794
2021-07-06 04:15:00,-0.683125998
2021-07-06 04:30:00,-1.04201544
2021-07-06 04:45:00,-0.219239068
2021-07-06 05:00:00,-0.18529155
2021-07-06 05:15:00,-0.168924611
2021-07-06 05:30:00,-0.051499332
2021-07-06 05:45:00,-0.175416576
2021-07-06 06:00:00,-0.200000589
2021-07-06 06:15:00,-0.204069474
2021-07-06 06:30:00,-0.273091912
2021-07-06 06:45:00,-0.321980775
2021-07-06 07:00:00,0.032262421
2021-07-06 07:15:00,-0.241126413
2021-07-06 07:30:00,-0.082550822
2021-07-06 07:45:00,-0.177644189
2021-07-06 08:00:00,0.057927303
2021-07-06 08:15:00,0.106649162
2021-07-06 08:30:00,0.083347042
2021-07-06 08:45:00,0.205980258
2021-07-06 09:00:00,0.524994284
2021-07-06 09:15:00,0.71983468
2021-07-06 09:30:00,1.124575294
2021-07-06 09:45:00,1.309108878
2021-07-06 10:00:00,1.878658221
2021-07-06 10:15:00,1.809865605
2021-07-06 10:30:00,1.677688036
2021-07-06 10:45:00,1.654497436
2021-07-06 11:00:00,1.627617527
2021-07-06 11:15:00,1.516801196
2021-07-06 11:30:00,1.370164869
2021-07-06 11:45:00,1.411937217
2021-07-06 12:00:00,1.375763682
2021-07-06 12:15:00,1.229229221
2021-07-06 12:30:00,1.090971018
2021-07-06 12:45:00,1.001716371
2021-07-06 13:00:00,1.031213195
2021-07-06 13:15:00,0.831507792
2021-07-06 13:30:00,0.637304686
2021-07-06 13:45:00,0.52114006
2021-07-06 14:00:00,0.32714892
2021-07-06 14:15:00,0.123348959
2021-07-06 14:30:00,-0.361934867
2021-07-06 14:45:00,-0.680651249
2021-07-06 15:00:00,-1.011630136
2021-07-06 15:15:00,-1.150349672
2021-07-06 15:30:00,-0.999846293
2021-07-06 15:45:00,-0.742273889
2021-07-06 16:00:00,-0.606957412
2021-07-06 16:15:00,-0.505116144
2021-07-06 16:30:00,-0.409532636
2021-07-06 16:45:00,-0.383895018
2021-07-06 17:00:00,-0.415778623
2021-07-06 17:15:00,-0.468794277
2021-07-06 17:30:00,-0.481229935
2021-07-06 17:45:00,-0.536728447
2021-07-06 18:00:00,-0.572055538
2021-07-06 18:15:00,-0.333536791
2021-07-06 18:30:00,-0.435020532
2021-07-06 18:45:00,-0.684269077
2021-07-06 19:00:00,-0.650028422
2021-07-06 19:15:00,-0.563373554
2021-07-06 19:30:00,-0.727213291
2021-07-06 19:45:00,-0.585300128
2021-07-06 20:00:00,-0.754326904
2021-07-06 20:15:00,-0.767398593
2021-07-06 20:30:00,-0.888947353
2021-07-06 20:45:00,-1.152024409
2021-07-06 21:00:00,-0.97211389
2021-07-06 21:15:00,-0.985547904
2021-07-06 21:30:00,-1.142561227
2021-07-06 21:45:00,-1.389319381
2021-07-06 22:00:00,-1.108130297
2021-07-06 22:15:00,-1.027577912
2021-07-06 22:30:00,-0.5840927
2021-07-06 22:45:00,0.460175842
2021-07-06 23:00:00,1.662184866
2021-07-06 23:15:00,2.438415637
2021-07-06 23:30:00,2.529358239
2021-07-06 23:45:00,2.417003609
2021-07-07 00:00:00,2.517682883
2021-07-07 00:15:00,2.394159185
2021-07-07 00:30:00,2.395533822
2021-07-07 00:45:00,2.360981818
2021-07-07 01:00:00,1.893880568
2021-07-07 01:15:00,1.678765603
2021-07-07 01:30:00,2.226181228
2021-07-07 01:45:00,1.787149062
2021-07-07 02:00:00,1.750161486
2021-07-07 02:15:00,1.722685576
2021-07-07 02:30:00,1.190973018
2021-07-07 02:45:00,1.279312936
2021-07-07 03:00:00,1.096646876
2021-07-07 03:15:00,0.8363825
2021-07-07 03:30:00,0.648241246
2021-07-07 03:45:00,0.445121992
2021-07-07 04:00:00,0.099692074
2021-07-07 04:15:00,-0.516007685
2021-07-07 04:30:00,-0.784880271
2021-07-07 04:45:00,-0.861780061
2021-07-07 05:00:00,-0.830708067
2021-07-07 05:15:00,-0.61337625
2021-07-07 05:30:00,-0.293409582
2021-07-07 05:45:00,-0.010904015
2021-07-07 06:00:00,0.008624911
2021-07-07 06:15:00,-0.213711379
2021-07-07 06:30:00,-0.156241495
2021-07-07 06:45:00,-0.26448774
2021-07-07 07:00:00,-0.398408869
2021-07-07 07:15:00,-0.340577118
2021-07-07 07:30:00,-0.235503318
2021-07-07 07:45:00,-0.26229683
2021-07-07 08:00:00,-0.082104041
2021-07-07 08:15:00,-0.106693987
2021-07-07 08:30:00,-0.441715891
2021-07-07 08:45:00,0.154802306
2021-07-07 09:00:00,0.010598739
2021-07-07 09:15:00,0.158090193
2021-07-07 09:30:00,0.060357152
2021-07-07 09:45:00,0.359772149
2021-07-07 10:00:00,0.634553768
2021-07-07 10:15:00,0.878290634
2021-07-07 10:30:00,1.612170154
2021-07-07 10:45:00,2.142858065
2021-07-07 11:00:00,2.018766796
2021-07-07 11:15:00,1.877200602
2021-07-07 11:30:00,1.846477678
2021-07-07 11:45:00,1.691168246
2021-07-07 12:00:00,1.636776883
2021-07-07 12:15:00,1.432118844
2021-07-07 12:30:00,1.202749189
2021-07-07 12:45:00,1.430649923
2021-07-07 13:00:00,1.267332133
2021-07-07 13:15:00,1.169878772
2021-07-07 13:30:00,1.011546932
2021-07-07 13:45:00,0.855629743
2021-07-07 14:00:00,0.867686881
2021-07-07 14:15:00,0.701775981
2021-07-07 14:30:00,0.541193531
2021-07-07 14:45:00,0.257597635
2021-07-07 15:00:00,-0.099524553
2021-07-07 15:15:00,-0.499877445
2021-07-07 15:30:00,-0.72698025
2021-07-07 15:45:00,-0.830059442
2021-07-07 16:00:00,-0.939334732
2021-07-07 16:15:00,-0.920403884
2021-07-07 16:30:00,-0.651793221
2021-07-07 16:45:00,-0.667361997
2021-07-07 17:00:00,-0.50485874
2021-07-07 17:15:00,-0.542616472
2021-07-07 17:30:00,-0.519086507
2021-07-07 17:45:00,-0.429316264
2021-07-07 18:00:00,-0.504242662
2021-07-07 18:15:00,-0.516260177
2021-07-07 18:30:00,-0.528242858
2021-07-07 18:45:00,-0.333844313
2021-07-07 19:00:00,-0.505326972
2021-07-07 19:15:00,-0.348636482
2021-07-07 19:30:00,-0.307086847
2021-07-07 19:45:00,-0.438004594
2021-07-07 20:00:00,-0.751611852
2021-07-07 20:15:00,-0.713839047
2021-07-07 20:30:00,-0.832152218
2021-07-07 20:45:00,-0.739208364
2021-07-07 21:00:00,-0.669511424
2021-07-07 21:15:00,-1.067276302
2021-07-07 21:30:00,-0.999030814
2021-07-07 21:45:00,-1.24085166
2021-07-07 22:00:00,-1.084554101
2021-07-07 22:15:00,-1.302275715
2021-07-07 22:30:00,-1.493706398
2021-07-07 22:45:00,-1.268752225
2021-07-07 23:00:00,-0.796716974
2021-07-07 23:15:00,-0.287373313
2021-07-07 23:30:00,0.880123534
2021-07-07 23:45:00,2.370880571
2021-07-08 00:00:00,2.503358662
2021-07-08 00:15:00,2.712077183
2021-07-08 00:30:00,2.601412388
2021-07-08 00:45:00,2.73340336
2021-07-08 01:00:00,2.744734242
2021-07-08 01:15:00,2.771090397
2021-07-08 01:30:00,2.841516054
2021-07-08 01:45:00,2.632490712
2021-07-08 02:00:00,2.551020312
2021-07-08 02:15:00,1.78385609
2021-07-08 02:30:00,2.211061117
2021-07-08 02:45:00,2.461287674
2021-07-08 03:00:00,2.397762989
2021-07-08 03:15:00,1.835054604
2021-07-08 03:30:00,1.615199896
2021-07-08 03:45:00,1.275844174
2021-07-08 04:00:00,0.965061648
2021-07-08 04:15:00,0.400525709
2021-07-08 04:30:00,0.424423571
2021-07-08 04:45:00,0.414958847
2021-07-08 05:00:00,0.421886602
2021-07-08 05:15:00,0.6659088
2021-07-08 05:30:00,0.799208488
2021-07-08 05:45:00,0.054218282
2021-07-08 06:00:00,-0.401902629
2021-07-08 06:15:00,-0.766729284
2021-07-08 06:30:00,-0.374823636
2021-07-08 06:45:00,-0.357165026
2021-07-08 07:00:00,0.135307939
2021-07-08 07:15:00,-0.039465369
2021-07-08 07:30:00,-0.219107728
2021-07-08 07:45:00,-0.352181049
2021-07-08 08:00:00,-0.041199943
2021-07-08 08:15:00,0.145222177
2021-07-08 08:30:00,0.309190105
2021-07-08 08:45:00,0.066610596
2021-07-08 09:00:00,0.150144166
2021-07-08 09:15:00,0.374625045
2021-07-08 09:30:00,0.15301557
2021-07-08 09:45:00,-0.04444386
2021-07-08 10:00:00,0.098427712
2021-07-08 10:15:00,0.415836083
2021-07-08 10:30:00,0.992741927
2021-07-08 10:45:00,1.816627786
