agency_cd,site_no,datetime,tz_cd,"Gage height, feet",gage.elevation.ft,,
USGS,21720368,1/28/21 1:30,EST,7.9,,,
USGS,21720368,1/28/21 1:45,EST,7.66,,,
USGS,21720368,1/28/21 2:00,EST,7.4,,,
USGS,21720368,1/28/21 2:15,EST,7.12,,,
USGS,21720368,1/28/21 2:30,EST,6.83,,,
USGS,21720368,1/28/21 2:45,EST,6.57,,,
USGS,21720368,1/28/21 3:00,EST,6.31,,,
USGS,21720368,1/28/21 3:15,EST,6.07,,,
USGS,21720368,1/28/21 3:30,EST,5.88,,,
USGS,21720368,1/28/21 3:45,EST,5.69,,,
USGS,21720368,1/28/21 4:00,EST,5.55,,,
USGS,21720368,1/28/21 4:15,EST,5.44,,,
USGS,21720368,1/28/21 4:30,EST,5.38,,,
USGS,21720368,1/28/21 4:45,EST,5.38,,,
USGS,21720368,1/28/21 5:00,EST,5.49,,,
USGS,21720368,1/28/21 5:15,EST,5.67,,,
USGS,21720368,1/28/21 5:30,EST,5.85,,,
USGS,21720368,1/28/21 5:45,EST,6.09,,,
USGS,21720368,1/28/21 6:00,EST,6.35,,,
USGS,21720368,1/28/21 6:15,EST,6.62,,,
USGS,21720368,1/28/21 6:30,EST,6.84,,,
USGS,21720368,1/28/21 6:45,EST,7,,,
USGS,21720368,1/28/21 7:00,EST,7.13,,,
USGS,21720368,1/28/21 7:15,EST,7.23,,,
USGS,21720368,1/28/21 7:30,EST,7.33,,,
USGS,21720368,1/28/21 7:45,EST,7.43,,,
USGS,21720368,1/28/21 8:00,EST,7.53,,,
USGS,21720368,1/28/21 8:15,EST,7.61,,,
USGS,21720368,1/28/21 8:30,EST,7.69,,,
USGS,21720368,1/28/21 8:45,EST,7.78,,,
USGS,21720368,1/28/21 9:00,EST,7.86,,,
USGS,21720368,1/28/21 9:15,EST,7.95,,,
USGS,21720368,1/28/21 9:30,EST,8.04,,,
USGS,21720368,1/28/21 9:45,EST,8.11,,,
USGS,21720368,1/28/21 10:00,EST,8.19,,,
USGS,21720368,1/28/21 10:15,EST,8.26,,,
USGS,21720368,1/28/21 10:30,EST,8.32,,,
USGS,21720368,1/28/21 10:45,EST,8.38,,,
USGS,21720368,1/28/21 11:00,EST,8.45,,,
USGS,21720368,1/28/21 11:15,EST,8.51,,,
USGS,21720368,1/28/21 11:30,EST,8.56,,,
USGS,21720368,1/28/21 11:45,EST,8.59,,,
USGS,21720368,1/28/21 12:00,EST,8.58,,,
USGS,21720368,1/28/21 12:15,EST,8.53,,,
USGS,21720368,1/28/21 12:30,EST,8.44,,,
USGS,21720368,1/28/21 12:45,EST,8.34,,,
USGS,21720368,1/28/21 13:00,EST,8.21,,,
USGS,21720368,1/28/21 13:15,EST,8.06,,,
USGS,21720368,1/28/21 13:30,EST,7.89,,,
USGS,21720368,1/28/21 13:45,EST,7.69,,,
USGS,21720368,1/28/21 14:00,EST,7.46,,,
USGS,21720368,1/28/21 14:15,EST,7.23,,,
USGS,21720368,1/28/21 14:30,EST,6.99,,,
USGS,21720368,1/28/21 14:45,EST,6.74,,,
USGS,21720368,1/28/21 15:00,EST,6.49,,,
USGS,21720368,1/28/21 15:15,EST,6.27,,,
USGS,21720368,1/28/21 15:30,EST,6.07,,,
USGS,21720368,1/28/21 15:45,EST,5.9,,,
USGS,21720368,1/28/21 16:00,EST,5.75,,,
USGS,21720368,1/28/21 16:15,EST,5.62,,,
USGS,21720368,1/28/21 16:30,EST,5.5,,,
USGS,21720368,1/28/21 16:45,EST,5.43,,,
USGS,21720368,1/28/21 17:00,EST,5.38,,,
USGS,21720368,1/28/21 17:15,EST,5.39,,,
USGS,21720368,1/28/21 17:30,EST,5.42,,,
USGS,21720368,1/28/21 17:45,EST,5.45,,,
USGS,21720368,1/28/21 18:00,EST,5.63,,,
USGS,21720368,1/28/21 18:15,EST,5.93,,,
USGS,21720368,1/28/21 18:30,EST,6.23,,,
USGS,21720368,1/28/21 18:45,EST,6.47,,,
USGS,21720368,1/28/21 19:00,EST,6.67,,,
USGS,21720368,1/28/21 19:15,EST,6.82,,,
USGS,21720368,1/28/21 19:30,EST,6.97,,,
USGS,21720368,1/28/21 19:45,EST,7.11,,,
USGS,21720368,1/28/21 20:00,EST,7.24,,,
USGS,21720368,1/28/21 20:15,EST,7.36,,,
USGS,21720368,1/28/21 20:30,EST,7.47,,,
USGS,21720368,1/28/21 20:45,EST,7.57,,,
USGS,21720368,1/28/21 21:00,EST,7.67,,,
USGS,21720368,1/28/21 21:15,EST,7.75,,,
USGS,21720368,1/28/21 21:30,EST,7.84,,,
USGS,21720368,1/28/21 21:45,EST,7.93,,,
USGS,21720368,1/28/21 22:00,EST,8.03,,,
USGS,21720368,1/28/21 22:15,EST,8.12,,,
USGS,21720368,1/28/21 22:30,EST,8.21,,,
USGS,21720368,1/28/21 22:45,EST,8.29,,,
USGS,21720368,1/28/21 23:00,EST,8.36,,,
USGS,21720368,1/28/21 23:15,EST,8.42,,,
USGS,21720368,1/28/21 23:30,EST,8.47,,,
USGS,21720368,1/28/21 23:45,EST,8.5,,,
USGS,21720368,1/29/21 0:00,EST,8.51,,,
USGS,21720368,1/29/21 0:15,EST,8.47,,,
USGS,21720368,1/29/21 0:30,EST,8.38,,,
USGS,21720368,1/29/21 0:45,EST,8.27,,,
USGS,21720368,1/29/21 1:00,EST,8.14,,,
USGS,21720368,1/29/21 1:15,EST,7.99,,,
USGS,21720368,1/29/21 1:30,EST,7.81,,,
USGS,21720368,1/29/21 1:45,EST,7.61,,,
USGS,21720368,1/29/21 2:00,EST,7.38,,,
USGS,21720368,1/29/21 2:15,EST,7.14,,,
USGS,21720368,1/29/21 2:30,EST,6.89,,,
USGS,21720368,1/29/21 2:45,EST,6.63,,,
USGS,21720368,1/29/21 3:00,EST,6.37,,,
USGS,21720368,1/29/21 3:15,EST,6.13,,,
USGS,21720368,1/29/21 3:30,EST,5.91,,,
USGS,21720368,1/29/21 3:45,EST,5.71,,,
USGS,21720368,1/29/21 4:00,EST,5.55,,,
USGS,21720368,1/29/21 4:15,EST,5.42,,,
USGS,21720368,1/29/21 4:30,EST,5.32,,,
USGS,21720368,1/29/21 4:45,EST,5.26,,,
USGS,21720368,1/29/21 5:00,EST,5.25,,,
USGS,21720368,1/29/21 5:15,EST,5.34,,,
USGS,21720368,1/29/21 5:30,EST,5.61,,,
USGS,21720368,1/29/21 5:45,EST,5.88,,,
USGS,21720368,1/29/21 6:00,EST,6.16,,,
USGS,21720368,1/29/21 6:15,EST,6.44,,,
USGS,21720368,1/29/21 6:30,EST,6.69,,,
USGS,21720368,1/29/21 6:45,EST,6.9,,,
USGS,21720368,1/29/21 7:00,EST,7.09,,,
USGS,21720368,1/29/21 7:15,EST,7.25,,,
USGS,21720368,1/29/21 7:30,EST,7.38,,,
USGS,21720368,1/29/21 7:45,EST,7.51,,,
USGS,21720368,1/29/21 8:00,EST,7.63,,,
USGS,21720368,1/29/21 8:15,EST,7.73,,,
USGS,21720368,1/29/21 8:30,EST,7.84,,,
USGS,21720368,1/29/21 8:45,EST,7.94,,,
USGS,21720368,1/29/21 9:00,EST,8.04,,,
USGS,21720368,1/29/21 9:15,EST,8.14,,,
USGS,21720368,1/29/21 9:30,EST,8.23,,,
USGS,21720368,1/29/21 9:45,EST,8.33,,,
USGS,21720368,1/29/21 10:00,EST,8.42,,,
USGS,21720368,1/29/21 10:15,EST,8.52,,,
USGS,21720368,1/29/21 10:30,EST,8.61,,,
USGS,21720368,1/29/21 10:45,EST,8.69,,,
USGS,21720368,1/29/21 11:00,EST,8.77,,,
USGS,21720368,1/29/21 11:15,EST,8.85,,,
USGS,21720368,1/29/21 11:30,EST,8.93,,,
USGS,21720368,1/29/21 11:45,EST,9.01,,,
USGS,21720368,1/29/21 12:00,EST,9.09,,,
USGS,21720368,1/29/21 12:15,EST,9.16,,,
USGS,21720368,1/29/21 12:30,EST,9.23,,,
USGS,21720368,1/29/21 12:45,EST,9.27,,,
USGS,21720368,1/29/21 13:00,EST,9.29,,,
USGS,21720368,1/29/21 13:15,EST,9.27,,,
USGS,21720368,1/29/21 13:30,EST,9.21,,,
USGS,21720368,1/29/21 13:45,EST,9.16,,,
USGS,21720368,1/29/21 14:00,EST,9.1,,,
USGS,21720368,1/29/21 14:15,EST,9.03,,,
USGS,21720368,1/29/21 14:30,EST,9,,,
USGS,21720368,1/29/21 14:45,EST,8.88,,,
USGS,21720368,1/29/21 15:00,EST,8.78,,,
USGS,21720368,1/29/21 15:15,EST,8.68,,,
USGS,21720368,1/29/21 15:30,EST,8.54,,,
USGS,21720368,1/29/21 15:45,EST,8.44,,,
USGS,21720368,1/29/21 16:00,EST,8.37,,,
USGS,21720368,1/29/21 16:15,EST,8.08,,,
USGS,21720368,1/29/21 16:30,EST,7.62,,,
USGS,21720368,1/29/21 16:45,EST,7.3,,,
USGS,21720368,1/29/21 17:00,EST,7.1,,,
USGS,21720368,1/29/21 17:15,EST,6.65,,,
USGS,21720368,1/29/21 17:30,EST,6.55,,,
USGS,21720368,1/29/21 17:45,EST,6.28,,,
USGS,21720368,1/29/21 18:00,EST,6.09,,,
USGS,21720368,1/29/21 18:15,EST,5.89,,,
USGS,21720368,1/29/21 18:30,EST,6.03,,,
USGS,21720368,1/29/21 18:45,EST,6.17,,,
USGS,21720368,1/29/21 19:00,EST,6.57,,,
USGS,21720368,1/29/21 19:15,EST,6.72,,,
USGS,21720368,1/29/21 19:30,EST,6.92,,,
USGS,21720368,1/29/21 19:45,EST,7.15,,,
USGS,21720368,1/29/21 20:00,EST,7.31,,,
USGS,21720368,1/29/21 20:15,EST,7.42,,,
USGS,21720368,1/29/21 20:30,EST,7.56,,,
USGS,21720368,1/29/21 20:45,EST,7.73,,,
USGS,21720368,1/29/21 21:00,EST,7.78,,,
USGS,21720368,1/29/21 21:15,EST,7.97,,,
USGS,21720368,1/29/21 21:30,EST,8.03,,,
USGS,21720368,1/29/21 21:45,EST,8.15,,,
USGS,21720368,1/29/21 22:00,EST,8.24,,,
USGS,21720368,1/29/21 22:15,EST,8.28,,,
USGS,21720368,1/29/21 22:30,EST,8.34,,,
USGS,21720368,1/29/21 22:45,EST,8.41,,,
USGS,21720368,1/29/21 23:00,EST,8.51,,,
USGS,21720368,1/29/21 23:15,EST,8.63,,,
USGS,21720368,1/29/21 23:30,EST,8.69,,,
USGS,21720368,1/29/21 23:45,EST,8.76,,,
USGS,21720368,1/30/21 0:00,EST,8.81,,,
USGS,21720368,1/30/21 0:15,EST,8.82,,,
USGS,21720368,1/30/21 0:30,EST,8.91,,,
USGS,21720368,1/30/21 0:45,EST,8.94,,,
USGS,21720368,1/30/21 1:00,EST,8.93,,,
USGS,21720368,1/30/21 1:15,EST,8.88,,,
USGS,21720368,1/30/21 1:30,EST,8.81,,,
USGS,21720368,1/30/21 1:45,EST,8.73,,,
USGS,21720368,1/30/21 2:00,EST,8.64,,,
USGS,21720368,1/30/21 2:15,EST,8.53,,,
USGS,21720368,1/30/21 2:30,EST,8.4,,,
USGS,21720368,1/30/21 2:45,EST,8.23,,,
USGS,21720368,1/30/21 3:00,EST,8.02,,,
USGS,21720368,1/30/21 3:15,EST,7.78,,,
USGS,21720368,1/30/21 3:30,EST,7.5,,,
USGS,21720368,1/30/21 3:45,EST,7.26,,,
USGS,21720368,1/30/21 4:00,EST,6.88,,,
USGS,21720368,1/30/21 4:15,EST,6.79,,,
USGS,21720368,1/30/21 4:30,EST,6.26,,,
USGS,21720368,1/30/21 4:45,EST,6.2,,,
USGS,21720368,1/30/21 5:00,EST,5.89,,,
USGS,21720368,1/30/21 5:15,EST,5.56,,,
USGS,21720368,1/30/21 5:30,EST,5.46,,,
USGS,21720368,1/30/21 5:45,EST,5.38,,,
USGS,21720368,1/30/21 6:00,EST,5.49,,,
USGS,21720368,1/30/21 6:15,EST,5.78,,,
USGS,21720368,1/30/21 6:30,EST,5.82,,,
USGS,21720368,1/30/21 6:45,EST,6.31,,,
USGS,21720368,1/30/21 7:00,EST,6.52,,,
USGS,21720368,1/30/21 7:15,EST,6.67,,,
USGS,21720368,1/30/21 7:30,EST,7,,,
USGS,21720368,1/30/21 7:45,EST,7.05,,,
USGS,21720368,1/30/21 8:00,EST,7.33,,,
USGS,21720368,1/30/21 8:15,EST,7.46,,,
USGS,21720368,1/30/21 8:30,EST,7.6,,,
USGS,21720368,1/30/21 8:45,EST,7.72,,,
USGS,21720368,1/30/21 9:00,EST,7.82,,,
USGS,21720368,1/30/21 9:15,EST,7.93,,,
USGS,21720368,1/30/21 9:30,EST,7.95,,,
USGS,21720368,1/30/21 9:45,EST,8.15,,,
USGS,21720368,1/30/21 10:00,EST,8.22,,,
USGS,21720368,1/30/21 10:15,EST,8.28,,,
USGS,21720368,1/30/21 10:30,EST,8.41,,,
USGS,21720368,1/30/21 10:45,EST,8.47,,,
USGS,21720368,1/30/21 11:00,EST,8.55,,,
USGS,21720368,1/30/21 11:15,EST,8.69,,,
USGS,21720368,1/30/21 11:30,EST,8.74,,,
USGS,21720368,1/30/21 11:45,EST,8.83,,,
USGS,21720368,1/30/21 12:00,EST,8.9,,,
USGS,21720368,1/30/21 12:15,EST,9.02,,,
USGS,21720368,1/30/21 12:30,EST,9.08,,,
USGS,21720368,1/30/21 12:45,EST,9.15,,,
USGS,21720368,1/30/21 13:00,EST,9.25,,,
USGS,21720368,1/30/21 13:15,EST,9.29,,,
USGS,21720368,1/30/21 13:30,EST,9.37,,,
USGS,21720368,1/30/21 13:45,EST,9.4,,,
USGS,21720368,1/30/21 14:00,EST,9.41,,,
USGS,21720368,1/30/21 14:15,EST,9.38,,,
USGS,21720368,1/30/21 14:30,EST,9.26,,,
USGS,21720368,1/30/21 14:45,EST,9.2,,,
USGS,21720368,1/30/21 15:00,EST,9.17,,,
USGS,21720368,1/30/21 15:15,EST,9.13,,,
USGS,21720368,1/30/21 15:30,EST,9.03,,,
USGS,21720368,1/30/21 15:45,EST,8.9,,,
USGS,21720368,1/30/21 16:00,EST,8.8,,,
USGS,21720368,1/30/21 16:15,EST,8.68,,,
USGS,21720368,1/30/21 16:30,EST,8.66,,,
USGS,21720368,1/30/21 16:45,EST,8.51,,,
USGS,21720368,1/30/21 17:00,EST,8.29,,,
USGS,21720368,1/30/21 17:15,EST,8.13,,,
USGS,21720368,1/30/21 17:30,EST,7.57,,,
USGS,21720368,1/30/21 17:45,EST,7.23,,,
USGS,21720368,1/30/21 18:00,EST,7.01,,,
USGS,21720368,1/30/21 18:15,EST,6.6,,,
USGS,21720368,1/30/21 18:30,EST,6.34,,,
USGS,21720368,1/30/21 18:45,EST,6.31,,,
USGS,21720368,1/30/21 19:00,EST,6.11,,,
USGS,21720368,1/30/21 19:15,EST,6.11,,,
USGS,21720368,1/30/21 19:30,EST,6.65,,,
USGS,21720368,1/30/21 19:45,EST,6.88,,,
USGS,21720368,1/30/21 20:00,EST,6.95,,,
USGS,21720368,1/30/21 20:15,EST,7.1,,,
USGS,21720368,1/30/21 20:30,EST,7.39,,,
USGS,21720368,1/30/21 20:45,EST,7.5,,,
USGS,21720368,1/30/21 21:00,EST,7.51,,,
USGS,21720368,1/30/21 21:15,EST,7.64,,,
USGS,21720368,1/30/21 21:30,EST,7.77,,,
USGS,21720368,1/30/21 21:45,EST,7.93,,,
USGS,21720368,1/30/21 22:00,EST,8.03,,,
USGS,21720368,1/30/21 22:15,EST,8.08,,,
USGS,21720368,1/30/21 22:30,EST,8.22,,,
USGS,21720368,1/30/21 22:45,EST,8.3,,,
USGS,21720368,1/30/21 23:00,EST,8.31,,,
USGS,21720368,1/30/21 23:15,EST,8.47,,,
USGS,21720368,1/30/21 23:30,EST,8.55,,,
USGS,21720368,1/30/21 23:45,EST,8.63,,,
USGS,21720368,1/31/21 0:00,EST,8.65,,,
USGS,21720368,1/31/21 0:15,EST,8.75,,,
USGS,21720368,1/31/21 0:30,EST,8.81,,,
USGS,21720368,1/31/21 0:45,EST,8.87,,,
USGS,21720368,1/31/21 1:00,EST,8.92,,,
USGS,21720368,1/31/21 1:15,EST,8.93,,,
USGS,21720368,1/31/21 1:30,EST,9.02,,,
USGS,21720368,1/31/21 1:45,EST,9.05,,,
USGS,21720368,1/31/21 2:00,EST,9.06,,,
USGS,21720368,1/31/21 2:15,EST,9.03,,,
USGS,21720368,1/31/21 2:30,EST,8.98,,,
USGS,21720368,1/31/21 2:45,EST,8.91,,,
USGS,21720368,1/31/21 3:00,EST,8.84,,,
USGS,21720368,1/31/21 3:15,EST,8.83,,,
USGS,21720368,1/31/21 3:30,EST,8.65,,,
USGS,21720368,1/31/21 3:45,EST,8.54,,,
USGS,21720368,1/31/21 4:00,EST,8.39,,,
USGS,21720368,1/31/21 4:15,EST,8.21,,,
USGS,21720368,1/31/21 4:30,EST,7.99,,,
USGS,21720368,1/31/21 4:45,EST,7.72,,,
USGS,21720368,1/31/21 5:00,EST,7.42,,,
USGS,21720368,1/31/21 5:15,EST,7.1,,,
USGS,21720368,1/31/21 5:30,EST,6.78,,,
USGS,21720368,1/31/21 5:45,EST,6.47,,,
USGS,21720368,1/31/21 6:00,EST,6.19,,,
USGS,21720368,1/31/21 6:15,EST,5.97,,,
USGS,21720368,1/31/21 6:30,EST,5.82,,,
USGS,21720368,1/31/21 6:45,EST,5.78,,,
USGS,21720368,1/31/21 7:00,EST,5.87,,,
USGS,21720368,1/31/21 7:15,EST,6.11,,,
USGS,21720368,1/31/21 7:30,EST,6.36,,,
USGS,21720368,1/31/21 7:45,EST,6.58,,,
USGS,21720368,1/31/21 8:00,EST,6.79,,,
USGS,21720368,1/31/21 8:15,EST,6.99,,,
USGS,21720368,1/31/21 8:30,EST,7.17,,,
USGS,21720368,1/31/21 8:45,EST,7.34,,,
USGS,21720368,1/31/21 9:00,EST,7.5,,,
USGS,21720368,1/31/21 9:15,EST,7.63,,,
USGS,21720368,1/31/21 9:30,EST,7.75,,,
USGS,21720368,1/31/21 9:45,EST,7.86,,,
USGS,21720368,1/31/21 10:00,EST,7.96,,,
USGS,21720368,1/31/21 10:15,EST,8.07,,,
USGS,21720368,1/31/21 10:30,EST,8.16,,,
USGS,21720368,1/31/21 10:45,EST,8.26,,,
USGS,21720368,1/31/21 11:00,EST,8.36,,,
USGS,21720368,1/31/21 11:15,EST,8.44,,,
USGS,21720368,1/31/21 11:30,EST,8.54,,,
USGS,21720368,1/31/21 11:45,EST,8.62,,,
USGS,21720368,1/31/21 12:00,EST,8.71,,,
USGS,21720368,1/31/21 12:15,EST,8.79,,,
USGS,21720368,1/31/21 12:30,EST,8.87,,,
USGS,21720368,1/31/21 12:45,EST,8.95,,,
USGS,21720368,1/31/21 13:00,EST,9.03,,,
USGS,21720368,1/31/21 13:15,EST,9.11,,,
USGS,21720368,1/31/21 13:30,EST,9.19,,,
USGS,21720368,1/31/21 13:45,EST,9.26,,,
USGS,21720368,1/31/21 14:00,EST,9.33,,,
USGS,21720368,1/31/21 14:15,EST,9.4,,,
USGS,21720368,1/31/21 14:30,EST,9.45,,,
USGS,21720368,1/31/21 14:45,EST,9.47,,,
USGS,21720368,1/31/21 15:00,EST,9.44,,,
USGS,21720368,1/31/21 15:15,EST,9.38,,,
USGS,21720368,1/31/21 15:30,EST,9.33,,,
USGS,21720368,1/31/21 15:45,EST,9.27,,,
USGS,21720368,1/31/21 16:00,EST,9.2,,,
USGS,21720368,1/31/21 16:15,EST,9.14,,,
USGS,21720368,1/31/21 16:30,EST,9.07,,,
USGS,21720368,1/31/21 16:45,EST,8.99,,,
USGS,21720368,1/31/21 17:00,EST,8.9,,,
USGS,21720368,1/31/21 17:15,EST,8.8,,,
USGS,21720368,1/31/21 17:30,EST,8.68,,,
USGS,21720368,1/31/21 17:45,EST,8.54,,,
USGS,21720368,1/31/21 18:00,EST,8.37,,,
USGS,21720368,1/31/21 18:15,EST,8.14,,,
USGS,21720368,1/31/21 18:30,EST,7.86,,,
USGS,21720368,1/31/21 18:45,EST,7.55,,,
USGS,21720368,1/31/21 19:00,EST,7.23,,,
USGS,21720368,1/31/21 19:15,EST,7.21,,,
USGS,21720368,1/31/21 19:30,EST,6.65,,,
USGS,21720368,1/31/21 19:45,EST,6.45,,,
USGS,21720368,1/31/21 20:00,EST,6.4,,,
USGS,21720368,1/31/21 20:15,EST,6.54,,,
USGS,21720368,1/31/21 20:30,EST,6.92,,,
USGS,21720368,1/31/21 20:45,EST,7.2,,,
USGS,21720368,1/31/21 21:00,EST,7.42,,,
USGS,21720368,1/31/21 21:15,EST,7.61,,,
USGS,21720368,1/31/21 21:30,EST,7.74,,,
USGS,21720368,1/31/21 21:45,EST,7.86,,,
USGS,21720368,1/31/21 22:00,EST,7.96,,,
USGS,21720368,1/31/21 22:15,EST,8.05,,,
USGS,21720368,1/31/21 22:30,EST,8.12,,,
USGS,21720368,1/31/21 22:45,EST,8.19,,,
USGS,21720368,1/31/21 23:00,EST,8.26,,,
USGS,21720368,1/31/21 23:15,EST,8.33,,,
USGS,21720368,1/31/21 23:30,EST,8.39,,,
USGS,21720368,1/31/21 23:45,EST,8.46,,,
USGS,21720368,2/1/21 0:00,EST,8.52,,,
USGS,21720368,2/1/21 0:15,EST,8.59,,,
USGS,21720368,2/1/21 0:30,EST,8.65,,,
USGS,21720368,2/1/21 0:45,EST,8.71,,,
USGS,21720368,2/1/21 1:00,EST,8.77,,,
USGS,21720368,2/1/21 1:15,EST,8.82,,,
USGS,21720368,2/1/21 1:30,EST,8.87,,,
USGS,21720368,2/1/21 1:45,EST,8.92,,,
USGS,21720368,2/1/21 2:00,EST,8.95,,,
USGS,21720368,2/1/21 2:15,EST,8.96,,,
USGS,21720368,2/1/21 2:30,EST,8.94,,,
USGS,21720368,2/1/21 2:45,EST,8.9,,,
USGS,21720368,2/1/21 3:00,EST,8.84,,,
USGS,21720368,2/1/21 3:15,EST,8.77,,,
USGS,21720368,2/1/21 3:30,EST,8.7,,,
USGS,21720368,2/1/21 3:45,EST,8.6,,,
USGS,21720368,2/1/21 4:00,EST,8.48,,,
USGS,21720368,2/1/21 4:15,EST,8.47,,,
USGS,21720368,2/1/21 4:30,EST,8.15,,,
USGS,21720368,2/1/21 4:45,EST,7.92,,,
USGS,21720368,2/1/21 5:00,EST,7.66,,,
USGS,21720368,2/1/21 5:15,EST,7.39,,,
USGS,21720368,2/1/21 5:30,EST,7.13,,,
USGS,21720368,2/1/21 5:45,EST,6.87,,,
USGS,21720368,2/1/21 6:00,EST,6.64,,,
USGS,21720368,2/1/21 6:15,EST,6.44,,,
USGS,21720368,2/1/21 6:30,EST,6.27,,,
USGS,21720368,2/1/21 6:45,EST,6.14,,,
USGS,21720368,2/1/21 7:00,EST,6.03,,,
USGS,21720368,2/1/21 7:15,EST,5.96,,,
USGS,21720368,2/1/21 7:30,EST,5.93,,,
USGS,21720368,2/1/21 7:45,EST,5.91,,,
USGS,21720368,2/1/21 8:00,EST,5.95,,,
USGS,21720368,2/1/21 8:15,EST,6.03,,,
USGS,21720368,2/1/21 8:30,EST,6.16,,,
USGS,21720368,2/1/21 8:45,EST,6.39,,,
USGS,21720368,2/1/21 9:00,EST,6.72,,,
USGS,21720368,2/1/21 9:15,EST,7.01,,,
USGS,21720368,2/1/21 9:30,EST,7.22,,,
USGS,21720368,2/1/21 9:45,EST,7.39,,,
USGS,21720368,2/1/21 10:00,EST,7.53,,,
USGS,21720368,2/1/21 10:15,EST,7.65,,,
USGS,21720368,2/1/21 10:30,EST,7.76,,,
USGS,21720368,2/1/21 10:45,EST,7.87,,,
USGS,21720368,2/1/21 11:00,EST,7.96,,,
USGS,21720368,2/1/21 11:15,EST,8.06,,,
USGS,21720368,2/1/21 11:30,EST,8.15,,,
USGS,21720368,2/1/21 11:45,EST,8.24,,,
USGS,21720368,2/1/21 12:00,EST,8.33,,,
USGS,21720368,2/1/21 12:15,EST,8.42,,,
USGS,21720368,2/1/21 12:30,EST,8.5,,,
USGS,21720368,2/1/21 12:45,EST,8.58,,,
USGS,21720368,2/1/21 13:00,EST,8.67,,,
USGS,21720368,2/1/21 13:15,EST,8.74,,,
USGS,21720368,2/1/21 13:30,EST,8.81,,,
USGS,21720368,2/1/21 13:45,EST,8.88,,,
USGS,21720368,2/1/21 14:00,EST,8.94,,,
USGS,21720368,2/1/21 14:15,EST,9.01,,,
USGS,21720368,2/1/21 14:30,EST,9.06,,,
USGS,21720368,2/1/21 14:45,EST,9.11,,,
USGS,21720368,2/1/21 15:00,EST,9.13,,,
USGS,21720368,2/1/21 15:15,EST,9.12,,,
USGS,21720368,2/1/21 15:30,EST,9.1,,,
USGS,21720368,2/1/21 15:45,EST,9.06,,,
USGS,21720368,2/1/21 16:00,EST,9.01,,,
USGS,21720368,2/1/21 16:15,EST,8.96,,,
USGS,21720368,2/1/21 16:30,EST,8.89,,,
USGS,21720368,2/1/21 16:45,EST,8.82,,,
USGS,21720368,2/1/21 17:00,EST,8.73,,,
USGS,21720368,2/1/21 17:15,EST,8.63,,,
USGS,21720368,2/1/21 17:30,EST,8.49,,,
USGS,21720368,2/1/21 17:45,EST,8.32,,,
USGS,21720368,2/1/21 18:00,EST,8.1,,,
USGS,21720368,2/1/21 18:15,EST,7.85,,,
USGS,21720368,2/1/21 18:30,EST,7.58,,,
USGS,21720368,2/1/21 18:45,EST,7.31,,,
USGS,21720368,2/1/21 19:00,EST,7.06,,,
USGS,21720368,2/1/21 19:15,EST,6.84,,,
USGS,21720368,2/1/21 19:30,EST,6.73,,,
USGS,21720368,2/1/21 19:45,EST,6.63,,,
USGS,21720368,2/1/21 20:00,EST,6.49,,,
USGS,21720368,2/1/21 20:15,EST,6.45,,,
USGS,21720368,2/1/21 20:30,EST,6.54,,,
USGS,21720368,2/1/21 20:45,EST,6.63,,,
USGS,21720368,2/1/21 21:00,EST,6.82,,,
USGS,21720368,2/1/21 21:15,EST,7.02,,,
USGS,21720368,2/1/21 21:30,EST,7.13,,,
USGS,21720368,2/1/21 21:45,EST,7.28,,,
USGS,21720368,2/1/21 22:00,EST,7.38,,,
USGS,21720368,2/1/21 22:15,EST,7.61,,,
USGS,21720368,2/1/21 22:30,EST,7.66,,,
USGS,21720368,2/1/21 22:45,EST,7.72,,,
USGS,21720368,2/1/21 23:00,EST,7.83,,,
USGS,21720368,2/1/21 23:15,EST,7.91,,,
USGS,21720368,2/1/21 23:30,EST,8.07,,,
USGS,21720368,2/1/21 23:45,EST,8.13,,,
USGS,21720368,2/2/21 0:00,EST,8.16,,,
USGS,21720368,2/2/21 0:15,EST,8.29,,,
USGS,21720368,2/2/21 0:30,EST,8.36,,,
USGS,21720368,2/2/21 0:45,EST,8.41,,,
USGS,21720368,2/2/21 1:00,EST,8.55,,,
USGS,21720368,2/2/21 1:15,EST,8.59,,,
USGS,21720368,2/2/21 1:30,EST,8.68,,,
USGS,21720368,2/2/21 1:45,EST,8.72,,,
USGS,21720368,2/2/21 2:00,EST,8.84,,,
USGS,21720368,2/2/21 2:15,EST,8.89,,,
USGS,21720368,2/2/21 2:30,EST,8.93,,,
USGS,21720368,2/2/21 2:45,EST,8.97,,,
USGS,21720368,2/2/21 3:00,EST,9.01,,,
USGS,21720368,2/2/21 3:15,EST,9.04,,,
USGS,21720368,2/2/21 3:30,EST,9.04,,,
USGS,21720368,2/2/21 3:45,EST,9.01,,,
USGS,21720368,2/2/21 4:00,EST,8.98,,,
USGS,21720368,2/2/21 4:15,EST,8.98,,,
USGS,21720368,2/2/21 4:30,EST,8.88,,,
USGS,21720368,2/2/21 4:45,EST,8.81,,,
USGS,21720368,2/2/21 5:00,EST,8.72,,,
USGS,21720368,2/2/21 5:15,EST,8.63,,,
USGS,21720368,2/2/21 5:30,EST,8.5,,,
USGS,21720368,2/2/21 5:45,EST,8.34,,,
