agency_cd,site_no,datetime,tz_cd,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius","Temperature, water, degrees Celsius"," Salinity, water, unfiltered, parts per thousand","Gage height, feet",,
USGS,2172053,8/23/21 8:00,EDT,339,29.2,0.2,9.19,,
USGS,2172053,8/23/21 8:15,EDT,337,29.2,0.2,9.35,,
USGS,2172053,8/23/21 8:30,EDT,418,29.2,0.2,9.46,,
USGS,2172053,8/23/21 8:45,EDT,517,29.2,0.2,9.54,,
USGS,2172053,8/23/21 9:00,EDT,628,29.2,0.3,9.66,,
USGS,2172053,8/23/21 9:15,EDT,961,29.2,0.5,9.72,,
USGS,2172053,8/23/21 9:30,EDT,1220,29.2,0.6,9.8,,
USGS,2172053,8/23/21 9:45,EDT,1380,29.2,0.7,9.87,,
USGS,2172053,8/23/21 10:00,EDT,1510,29.3,0.8,9.93,,
USGS,2172053,8/23/21 10:15,EDT,1580,29.3,0.8,9.98,,
USGS,2172053,8/23/21 10:30,EDT,1790,29.3,0.9,10.01,,
USGS,2172053,8/23/21 10:45,EDT,2210,29.3,1.1,10.01,,
USGS,2172053,8/23/21 11:00,EDT,2570,29.3,1.3,10,,
USGS,2172053,8/23/21 11:15,EDT,3270,29.3,1.7,9.95,,
USGS,2172053,8/23/21 11:30,EDT,3600,29.3,1.9,9.86,,
USGS,2172053,8/23/21 11:45,EDT,4050,29.3,2.1,9.7,,
USGS,2172053,8/23/21 12:00,EDT,4510,29.3,2.4,9.44,,
USGS,2172053,8/23/21 12:15,EDT,4400,29.3,2.3,9.13,,
USGS,2172053,8/23/21 12:30,EDT,3130,29.3,1.6,8.79,,
USGS,2172053,8/23/21 12:45,EDT,2920,29.4,1.5,8.37,,
USGS,2172053,8/23/21 13:00,EDT,2630,29.5,1.4,7.96,,
USGS,2172053,8/23/21 13:15,EDT,1920,29.6,1,7.57,,
USGS,2172053,8/23/21 13:30,EDT,1620,29.6,0.8,7.21,,
USGS,2172053,8/23/21 13:45,EDT,1950,29.5,1,6.84,,
USGS,2172053,8/23/21 14:00,EDT,1920,29.4,1,,,
USGS,2172053,8/23/21 14:15,EDT,1650,29.4,0.8,,,
USGS,2172053,8/23/21 14:30,EDT,1550,29.5,0.8,,,
USGS,2172053,8/23/21 14:45,EDT,1310,29.5,0.7,,,
USGS,2172053,8/23/21 15:00,EDT,1010,29.6,0.5,,,
USGS,2172053,8/23/21 15:15,EDT,762,29.6,0.4,,,
USGS,2172053,8/23/21 15:30,EDT,694,29.6,0.3,,,
USGS,2172053,8/23/21 15:45,EDT,485,29.6,0.2,,,
USGS,2172053,8/23/21 16:00,EDT,397,29.6,0.2,,,
USGS,2172053,8/23/21 16:15,EDT,363,29.6,0.2,,,
USGS,2172053,8/23/21 16:30,EDT,309,29.5,0.1,,,
USGS,2172053,8/23/21 16:45,EDT,294,29.5,0.1,,,
USGS,2172053,8/23/21 17:00,EDT,286,29.5,0.1,,,
USGS,2172053,8/23/21 17:15,EDT,249,29.5,0.1,,,
USGS,2172053,8/23/21 17:30,EDT,260,29.5,0.1,,,
USGS,2172053,8/23/21 17:45,EDT,252,29.5,0.1,,,
USGS,2172053,8/23/21 18:00,EDT,237,29.4,0.1,,,
USGS,2172053,8/23/21 18:15,EDT,230,29.4,0.1,,,
USGS,2172053,8/23/21 18:30,EDT,256,29.5,0.1,,,
USGS,2172053,8/23/21 18:45,EDT,252,29.5,0.1,,,
USGS,2172053,8/23/21 19:00,EDT,239,29.5,0.1,,,
USGS,2172053,8/23/21 19:15,EDT,231,29.4,0.1,,,
USGS,2172053,8/23/21 19:30,EDT,254,29.5,0.1,,,
USGS,2172053,8/23/21 19:45,EDT,294,29.5,0.1,9.06,,
USGS,2172053,8/23/21 20:00,EDT,288,29.5,0.1,9.3,,
USGS,2172053,8/23/21 20:15,EDT,298,29.5,0.1,9.49,,
USGS,2172053,8/23/21 20:30,EDT,417,29.5,0.2,9.7,,
USGS,2172053,8/23/21 20:45,EDT,459,29.6,0.2,9.91,,
USGS,2172053,8/23/21 21:00,EDT,602,29.6,0.3,10.1,,
USGS,2172053,8/23/21 21:15,EDT,947,29.6,0.5,10.18,,
USGS,2172053,8/23/21 21:30,EDT,1210,29.6,0.6,10.24,,
USGS,2172053,8/23/21 21:45,EDT,1340,29.6,0.7,10.33,,
USGS,2172053,8/23/21 22:00,EDT,1530,29.6,0.8,10.42,,
USGS,2172053,8/23/21 22:15,EDT,1750,29.6,0.9,10.52,,
USGS,2172053,8/23/21 22:30,EDT,2350,29.6,1.2,10.58,,
USGS,2172053,8/23/21 22:45,EDT,2520,29.6,1.3,10.63,,
USGS,2172053,8/23/21 23:00,EDT,3560,29.6,1.9,10.64,,
USGS,2172053,8/23/21 23:15,EDT,5080,29.5,2.7,10.64,,
USGS,2172053,8/23/21 23:30,EDT,5520,29.5,3,10.63,,
USGS,2172053,8/23/21 23:45,EDT,6480,29.5,3.5,10.56,,
USGS,2172053,8/24/21 0:00,EDT,7090,29.5,3.9,10.48,,
USGS,2172053,8/24/21 0:15,EDT,7710,29.5,4.3,10.31,,
USGS,2172053,8/24/21 0:30,EDT,7730,29.5,4.3,10.14,,
USGS,2172053,8/24/21 0:45,EDT,7250,29.5,4,9.88,,
USGS,2172053,8/24/21 1:00,EDT,5360,29.5,2.9,9.56,,
USGS,2172053,8/24/21 1:15,EDT,5990,29.5,3.3,9.18,,
USGS,2172053,8/24/21 1:30,EDT,4710,29.4,2.5,8.75,,
USGS,2172053,8/24/21 1:45,EDT,3170,29.3,1.7,8.23,,
USGS,2172053,8/24/21 2:00,EDT,2520,29.3,1.3,7.86,,
USGS,2172053,8/24/21 2:15,EDT,2420,29.3,1.2,7.53,,
USGS,2172053,8/24/21 2:30,EDT,2590,29.4,1.3,7.16,,
USGS,2172053,8/24/21 2:45,EDT,2720,29.5,1.4,6.78,,
USGS,2172053,8/24/21 3:00,EDT,2370,29.5,1.2,6.44,,
USGS,2172053,8/24/21 3:15,EDT,1830,29.5,0.9,6.09,,
USGS,2172053,8/24/21 3:30,EDT,1500,29.6,0.8,5.79,,
USGS,2172053,8/24/21 3:45,EDT,1270,29.6,0.6,5.53,,
USGS,2172053,8/24/21 4:00,EDT,1120,29.6,0.6,5.31,,
USGS,2172053,8/24/21 4:15,EDT,932,29.5,0.5,5.08,,
USGS,2172053,8/24/21 4:30,EDT,588,29.5,0.3,4.89,,
USGS,2172053,8/24/21 4:45,EDT,498,29.5,0.2,4.77,,
USGS,2172053,8/24/21 5:00,EDT,520,29.5,0.2,4.69,,
USGS,2172053,8/24/21 5:15,EDT,455,29.4,0.2,4.7,,
USGS,2172053,8/24/21 5:30,EDT,325,29.4,0.2,4.78,,
USGS,2172053,8/24/21 5:45,EDT,354,29.4,0.2,4.96,,
USGS,2172053,8/24/21 6:00,EDT,287,29.4,0.1,5.28,,
USGS,2172053,8/24/21 6:15,EDT,282,29.3,0.1,5.8,,
USGS,2172053,8/24/21 6:30,EDT,253,29.3,0.1,6.27,,
USGS,2172053,8/24/21 6:45,EDT,273,29.3,0.1,6.68,,
USGS,2172053,8/24/21 7:00,EDT,277,29.3,0.1,7.1,,
USGS,2172053,8/24/21 7:15,EDT,236,29.3,0.1,7.52,,
USGS,2172053,8/24/21 7:30,EDT,248,29.3,0.1,7.91,,
USGS,2172053,8/24/21 7:45,EDT,233,29.3,0.1,8.24,,
USGS,2172053,8/24/21 8:00,EDT,228,29.3,0.1,8.58,,
USGS,2172053,8/24/21 8:15,EDT,312,29.3,0.1,8.83,,
USGS,2172053,8/24/21 8:30,EDT,334,29.3,0.2,9.01,,
USGS,2172053,8/24/21 8:45,EDT,298,29.3,0.1,9.18,,
USGS,2172053,8/24/21 9:00,EDT,302,29.3,0.1,9.31,,
USGS,2172053,8/24/21 9:15,EDT,458,29.4,0.2,9.45,,
USGS,2172053,8/24/21 9:30,EDT,566,29.4,0.3,9.57,,
USGS,2172053,8/24/21 9:45,EDT,886,29.4,0.4,9.72,,
USGS,2172053,8/24/21 10:00,EDT,944,29.4,0.5,9.82,,
USGS,2172053,8/24/21 10:15,EDT,1390,29.4,0.7,9.92,,
USGS,2172053,8/24/21 10:30,EDT,1490,29.4,0.7,9.99,,
USGS,2172053,8/24/21 10:45,EDT,1610,29.5,0.8,10.09,,
USGS,2172053,8/24/21 11:00,EDT,1850,29.5,0.9,10.13,,
USGS,2172053,8/24/21 11:15,EDT,2140,29.5,1.1,10.16,,
USGS,2172053,8/24/21 11:30,EDT,2940,29.5,1.5,10.18,,
USGS,2172053,8/24/21 11:45,EDT,3070,29.5,1.6,10.16,,
USGS,2172053,8/24/21 12:00,EDT,4370,29.5,2.3,10.11,,
USGS,2172053,8/24/21 12:15,EDT,5890,29.5,3.2,10,,
USGS,2172053,8/24/21 12:30,EDT,5860,29.5,3.2,9.86,,
USGS,2172053,8/24/21 12:45,EDT,6070,29.5,3.3,9.67,,
USGS,2172053,8/24/21 13:00,EDT,5500,29.5,3,9.39,,
USGS,2172053,8/24/21 13:15,EDT,4040,29.8,2.1,9.06,,
USGS,2172053,8/24/21 13:30,EDT,3760,29.7,2,8.66,,
USGS,2172053,8/24/21 13:45,EDT,3730,29.7,2,8.27,,
USGS,2172053,8/24/21 14:00,EDT,2520,29.9,1.3,7.91,,
USGS,2172053,8/24/21 14:15,EDT,2200,29.9,1.1,7.56,,
USGS,2172053,8/24/21 14:30,EDT,2050,30,1,7.25,,
USGS,2172053,8/24/21 14:45,EDT,2190,29.8,1.1,6.93,,
USGS,2172053,8/24/21 15:00,EDT,2190,29.7,1.1,6.61,,
USGS,2172053,8/24/21 15:15,EDT,1930,29.7,1,6.32,,
USGS,2172053,8/24/21 15:30,EDT,1550,29.7,0.8,5.98,,
USGS,2172053,8/24/21 15:45,EDT,1340,29.8,0.7,5.74,,
USGS,2172053,8/24/21 16:00,EDT,1020,29.8,0.5,5.52,,
USGS,2172053,8/24/21 16:15,EDT,775,29.8,0.4,5.29,,
USGS,2172053,8/24/21 16:30,EDT,595,29.8,0.3,5.15,,
USGS,2172053,8/24/21 16:45,EDT,455,29.7,0.2,5.06,,
USGS,2172053,8/24/21 17:00,EDT,382,29.8,0.2,4.97,,
USGS,2172053,8/24/21 17:15,EDT,360,29.7,0.2,4.88,,
USGS,2172053,8/24/21 17:30,EDT,301,29.7,0.1,4.9,,
USGS,2172053,8/24/21 17:45,EDT,305,29.7,0.1,5.04,,
USGS,2172053,8/24/21 18:00,EDT,271,29.7,0.1,5.26,,
USGS,2172053,8/24/21 18:15,EDT,263,29.7,0.1,5.48,,
USGS,2172053,8/24/21 18:30,EDT,243,29.7,0.1,5.79,,
USGS,2172053,8/24/21 18:45,EDT,234,29.7,0.1,6.14,,
USGS,2172053,8/24/21 19:00,EDT,225,29.6,0.1,6.5,,
USGS,2172053,8/24/21 19:15,EDT,218,29.6,0.1,6.87,,
USGS,2172053,8/24/21 19:30,EDT,233,29.6,0.1,7.22,,
USGS,2172053,8/24/21 19:45,EDT,229,29.6,0.1,7.67,,
USGS,2172053,8/24/21 20:00,EDT,223,29.6,0.1,8.02,,
USGS,2172053,8/24/21 20:15,EDT,216,29.6,0.1,8.41,,
USGS,2172053,8/24/21 20:30,EDT,226,29.6,0.1,8.75,,
USGS,2172053,8/24/21 20:45,EDT,338,29.6,0.2,9.03,,
USGS,2172053,8/24/21 21:00,EDT,331,29.6,0.2,9.26,,
USGS,2172053,8/24/21 21:15,EDT,291,29.6,0.1,9.43,,
USGS,2172053,8/24/21 21:30,EDT,292,29.6,0.1,9.58,,
USGS,2172053,8/24/21 21:45,EDT,334,29.6,0.2,9.72,,
USGS,2172053,8/24/21 22:00,EDT,472,29.6,0.2,9.85,,
USGS,2172053,8/24/21 22:15,EDT,536,29.6,0.3,9.97,,
USGS,2172053,8/24/21 22:30,EDT,805,29.7,0.4,10.05,,
USGS,2172053,8/24/21 22:45,EDT,1120,29.7,0.6,10.13,,
USGS,2172053,8/24/21 23:00,EDT,1260,29.7,0.6,10.2,,
USGS,2172053,8/24/21 23:15,EDT,1350,29.7,0.7,10.25,,
USGS,2172053,8/24/21 23:30,EDT,1570,29.7,0.8,10.27,,
USGS,2172053,8/24/21 23:45,EDT,1880,29.7,1,10.3,,
USGS,2172053,8/25/21 0:00,EDT,2420,29.7,1.2,10.28,,
USGS,2172053,8/25/21 0:15,EDT,2480,29.7,1.3,10.24,,
USGS,2172053,8/25/21 0:30,EDT,3150,29.7,1.6,10.17,,
USGS,2172053,8/25/21 0:45,EDT,4570,29.7,2.4,10,,
USGS,2172053,8/25/21 1:00,EDT,4730,29.7,2.5,9.78,,
USGS,2172053,8/25/21 1:15,EDT,4080,29.7,2.2,9.48,,
USGS,2172053,8/25/21 1:30,EDT,2830,29.6,1.5,9.17,,
USGS,2172053,8/25/21 1:45,EDT,2750,29.6,1.4,8.78,,
USGS,2172053,8/25/21 2:00,EDT,2630,29.6,1.4,8.37,,
USGS,2172053,8/25/21 2:15,EDT,2190,29.5,1.1,7.97,,
USGS,2172053,8/25/21 2:30,EDT,1590,29.4,0.8,7.6,,
USGS,2172053,8/25/21 2:45,EDT,1520,29.4,0.8,7.3,,
USGS,2172053,8/25/21 3:00,EDT,1700,29.5,0.9,6.97,,
USGS,2172053,8/25/21 3:15,EDT,1630,29.6,0.8,6.67,,
USGS,2172053,8/25/21 3:30,EDT,1410,29.6,0.7,6.38,,
USGS,2172053,8/25/21 3:45,EDT,1170,29.6,0.6,6.11,,
USGS,2172053,8/25/21 4:00,EDT,999,29.6,0.5,5.85,,
USGS,2172053,8/25/21 4:15,EDT,675,29.6,0.3,5.6,,
USGS,2172053,8/25/21 4:30,EDT,525,29.7,0.3,5.36,,
USGS,2172053,8/25/21 4:45,EDT,410,29.7,0.2,5.13,,
USGS,2172053,8/25/21 5:00,EDT,367,29.7,0.2,4.89,,
USGS,2172053,8/25/21 5:15,EDT,279,29.6,0.1,4.72,,
USGS,2172053,8/25/21 5:30,EDT,291,29.6,0.1,4.67,,
USGS,2172053,8/25/21 5:45,EDT,223,29.6,0.1,4.67,,
USGS,2172053,8/25/21 6:00,EDT,208,29.6,0.1,4.79,,
USGS,2172053,8/25/21 6:15,EDT,212,29.6,0.1,4.95,,
USGS,2172053,8/25/21 6:30,EDT,200,29.6,0.1,5.19,,
USGS,2172053,8/25/21 6:45,EDT,197,29.6,0.1,5.53,,
USGS,2172053,8/25/21 7:00,EDT,210,29.6,0.1,5.92,,
USGS,2172053,8/25/21 7:15,EDT,202,29.6,0.1,6.35,,
USGS,2172053,8/25/21 7:30,EDT,189,29.6,0.1,6.78,,
USGS,2172053,8/25/21 7:45,EDT,183,29.6,0.1,7.27,,
USGS,2172053,8/25/21 8:00,EDT,183,29.6,0.1,7.66,,
USGS,2172053,8/25/21 8:15,EDT,180,29.6,0.1,7.95,,
USGS,2172053,8/25/21 8:30,EDT,188,29.6,0.1,8.23,,
USGS,2172053,8/25/21 8:45,EDT,241,29.6,0.1,8.54,,
USGS,2172053,8/25/21 9:00,EDT,223,29.6,0.1,8.78,,
USGS,2172053,8/25/21 9:15,EDT,216,29.6,0.1,9,,
USGS,2172053,8/25/21 9:30,EDT,280,29.6,0.1,9.22,,
USGS,2172053,8/25/21 9:45,EDT,356,29.6,0.2,9.37,,
USGS,2172053,8/25/21 10:00,EDT,465,29.6,0.2,9.5,,
USGS,2172053,8/25/21 10:15,EDT,622,29.6,0.3,9.65,,
USGS,2172053,8/25/21 10:30,EDT,835,29.6,0.4,9.73,,
USGS,2172053,8/25/21 10:45,EDT,976,29.6,0.5,9.83,,
USGS,2172053,8/25/21 11:00,EDT,1110,29.6,0.6,9.94,,
USGS,2172053,8/25/21 11:15,EDT,1220,29.6,0.6,10.06,,
USGS,2172053,8/25/21 11:30,EDT,1370,29.6,0.7,10.08,,
USGS,2172053,8/25/21 11:45,EDT,1860,29.6,0.9,10.09,,
USGS,2172053,8/25/21 12:00,EDT,2240,29.6,1.1,10.11,,
USGS,2172053,8/25/21 12:15,EDT,3620,29.6,1.9,10.11,,
USGS,2172053,8/25/21 12:30,EDT,4120,29.6,2.2,10.08,,
USGS,2172053,8/25/21 12:45,EDT,5990,29.7,3.3,9.98,,
USGS,2172053,8/25/21 13:00,EDT,6450,29.7,3.5,9.88,,
USGS,2172053,8/25/21 13:15,EDT,6800,29.7,3.7,9.68,,
USGS,2172053,8/25/21 13:30,EDT,7080,29.7,3.9,9.44,,
USGS,2172053,8/25/21 13:45,EDT,6660,29.7,3.6,9.11,,
USGS,2172053,8/25/21 14:00,EDT,4390,29.9,2.3,8.74,,
USGS,2172053,8/25/21 14:15,EDT,4280,29.9,2.3,8.32,,
USGS,2172053,8/25/21 14:30,EDT,4070,30,2.2,7.99,,
USGS,2172053,8/25/21 14:45,EDT,2490,30.3,1.3,7.71,,
USGS,2172053,8/25/21 15:00,EDT,2090,30.3,1.1,7.4,,
USGS,2172053,8/25/21 15:15,EDT,2090,30.3,1.1,7.11,,
USGS,2172053,8/25/21 15:30,EDT,2020,29.9,1,6.86,,
USGS,2172053,8/25/21 15:45,EDT,2020,29.8,1,6.61,,
USGS,2172053,8/25/21 16:00,EDT,1680,29.9,0.8,6.34,,
USGS,2172053,8/25/21 16:15,EDT,1390,29.9,0.7,6.08,,
USGS,2172053,8/25/21 16:30,EDT,1230,30,0.6,5.82,,
USGS,2172053,8/25/21 16:45,EDT,943,30,0.5,5.64,,
USGS,2172053,8/25/21 17:00,EDT,680,30,0.3,5.45,,
USGS,2172053,8/25/21 17:15,EDT,558,30,0.3,5.3,,
USGS,2172053,8/25/21 17:30,EDT,517,30,0.2,5.19,,
USGS,2172053,8/25/21 17:45,EDT,380,30,0.2,5.12,,
USGS,2172053,8/25/21 18:00,EDT,342,30,0.2,5.1,,
USGS,2172053,8/25/21 18:15,EDT,321,30,0.2,5.13,,
USGS,2172053,8/25/21 18:30,EDT,258,30,0.1,5.21,,
USGS,2172053,8/25/21 18:45,EDT,249,30,0.1,5.39,,
USGS,2172053,8/25/21 19:00,EDT,225,30,0.1,5.62,,
USGS,2172053,8/25/21 19:15,EDT,217,30,0.1,5.95,,
USGS,2172053,8/25/21 19:30,EDT,208,30,0.1,6.38,,
USGS,2172053,8/25/21 19:45,EDT,216,30,0.1,6.83,,
USGS,2172053,8/25/21 20:00,EDT,208,30,0.1,7.27,,
USGS,2172053,8/25/21 20:15,EDT,209,30,0.1,7.72,,
USGS,2172053,8/25/21 20:30,EDT,210,30,0.1,8.08,,
USGS,2172053,8/25/21 20:45,EDT,211,30,0.1,8.43,,
USGS,2172053,8/25/21 21:00,EDT,287,30,0.1,8.72,,
USGS,2172053,8/25/21 21:15,EDT,310,30,0.1,8.95,,
USGS,2172053,8/25/21 21:30,EDT,307,30,0.1,9.14,,
USGS,2172053,8/25/21 21:45,EDT,280,30,0.1,9.27,,
USGS,2172053,8/25/21 22:00,EDT,280,30,0.1,9.39,,
USGS,2172053,8/25/21 22:15,EDT,389,30,0.2,9.48,,
USGS,2172053,8/25/21 22:30,EDT,519,29.9,0.2,9.59,,
USGS,2172053,8/25/21 22:45,EDT,584,29.9,0.3,9.68,,
USGS,2172053,8/25/21 23:00,EDT,746,29.9,0.4,9.76,,
USGS,2172053,8/25/21 23:15,EDT,1000,29.9,0.5,9.84,,
USGS,2172053,8/25/21 23:30,EDT,1180,29.9,0.6,9.93,,
USGS,2172053,8/25/21 23:45,EDT,1390,29.9,0.7,9.99,,
USGS,2172053,8/26/21 0:00,EDT,1620,29.9,0.8,10.05,,
USGS,2172053,8/26/21 0:15,EDT,1970,29.9,1,10.09,,
USGS,2172053,8/26/21 0:30,EDT,2390,29.9,1.2,10.08,,
USGS,2172053,8/26/21 0:45,EDT,2920,29.9,1.5,10.06,,
USGS,2172053,8/26/21 1:00,EDT,3590,29.9,1.9,10,,
USGS,2172053,8/26/21 1:15,EDT,4950,29.9,2.6,9.91,,
USGS,2172053,8/26/21 1:30,EDT,5100,29.9,2.7,9.71,,
USGS,2172053,8/26/21 1:45,EDT,4370,29.9,2.3,,,
USGS,2172053,8/26/21 2:00,EDT,4350,29.9,2.3,9.17,,
USGS,2172053,8/26/21 2:15,EDT,3120,29.8,1.6,8.81,,
USGS,2172053,8/26/21 2:30,EDT,3020,29.8,1.6,8.42,,
USGS,2172053,8/26/21 2:45,EDT,2590,29.7,1.3,8.03,,
USGS,2172053,8/26/21 3:00,EDT,1980,29.6,1,7.69,,
USGS,2172053,8/26/21 3:15,EDT,1760,29.7,0.9,7.39,,
USGS,2172053,8/26/21 3:30,EDT,2060,29.8,1.1,7.11,,
USGS,2172053,8/26/21 3:45,EDT,1790,29.8,0.9,6.8,,
USGS,2172053,8/26/21 4:00,EDT,1680,29.8,0.8,6.56,,
USGS,2172053,8/26/21 4:15,EDT,1590,29.8,0.8,6.3,,
USGS,2172053,8/26/21 4:30,EDT,1190,29.8,0.6,6.03,,
USGS,2172053,8/26/21 4:45,EDT,787,29.9,0.4,5.78,,
USGS,2172053,8/26/21 5:00,EDT,778,29.9,0.4,5.57,,
USGS,2172053,8/26/21 5:15,EDT,547,30,0.3,5.42,,
USGS,2172053,8/26/21 5:30,EDT,391,30,0.2,5.3,,
USGS,2172053,8/26/21 5:45,EDT,471,29.9,0.2,5.22,,
USGS,2172053,8/26/21 6:00,EDT,373,29.9,0.2,5.17,,
USGS,2172053,8/26/21 6:15,EDT,324,29.9,0.2,5.2,,
USGS,2172053,8/26/21 6:30,EDT,243,29.9,0.1,5.23,,
USGS,2172053,8/26/21 6:45,EDT,202,29.9,0.1,5.35,,
USGS,2172053,8/26/21 7:00,EDT,231,29.9,0.1,5.57,,
USGS,2172053,8/26/21 7:15,EDT,205,29.9,0.1,5.89,,
USGS,2172053,8/26/21 7:30,EDT,189,29.9,0.1,6.24,,
USGS,2172053,8/26/21 7:45,EDT,187,29.9,0.1,6.53,,
USGS,2172053,8/26/21 8:00,EDT,206,29.9,0.1,6.86,,
USGS,2172053,8/26/21 8:15,EDT,206,29.9,0.1,7.24,,
USGS,2172053,8/26/21 8:30,EDT,194,29.9,0.1,7.55,,
USGS,2172053,8/26/21 8:45,EDT,191,29.9,0.1,7.86,,
USGS,2172053,8/26/21 9:00,EDT,225,29.9,0.1,8.08,,
USGS,2172053,8/26/21 9:15,EDT,291,29.9,0.1,8.36,,
USGS,2172053,8/26/21 9:30,EDT,305,29.9,0.1,8.62,,
USGS,2172053,8/26/21 9:45,EDT,256,29.9,0.1,8.86,,
USGS,2172053,8/26/21 10:00,EDT,298,29.9,0.1,9.04,,
USGS,2172053,8/26/21 10:15,EDT,426,29.9,0.2,9.23,,
USGS,2172053,8/26/21 10:30,EDT,461,29.9,0.2,9.38,,
USGS,2172053,8/26/21 10:45,EDT,611,29.9,0.3,9.54,,
USGS,2172053,8/26/21 11:00,EDT,1200,29.9,0.6,9.7,,
USGS,2172053,8/26/21 11:15,EDT,1200,29.9,0.6,9.81,,
USGS,2172053,8/26/21 11:30,EDT,1460,29.9,0.7,9.94,,
USGS,2172053,8/26/21 11:45,EDT,1630,29.9,0.8,10.03,,
USGS,2172053,8/26/21 12:00,EDT,2480,29.9,1.3,10.09,,
USGS,2172053,8/26/21 12:15,EDT,3950,29.9,2.1,10.13,,
USGS,2172053,8/26/21 12:30,EDT,4690,29.8,2.5,10.17,,
USGS,2172053,8/26/21 12:45,EDT,6210,29.8,3.4,10.18,,
USGS,2172053,8/26/21 13:00,EDT,7330,29.8,4,10.19,,
USGS,2172053,8/26/21 13:15,EDT,8490,29.8,4.7,10.14,,
USGS,2172053,8/26/21 13:30,EDT,8550,29.8,4.8,10.08,,
USGS,2172053,8/26/21 13:45,EDT,8770,29.9,4.9,9.97,,
USGS,2172053,8/26/21 14:00,EDT,10100,29.8,5.7,9.78,,
USGS,2172053,8/26/21 14:15,EDT,9480,29.9,5.3,9.54,,
USGS,2172053,8/26/21 14:30,EDT,8780,30,4.9,9.25,,
USGS,2172053,8/26/21 14:45,EDT,8340,30.1,4.6,8.93,,
USGS,2172053,8/26/21 15:00,EDT,6640,30.2,3.6,8.59,,
USGS,2172053,8/26/21 15:15,EDT,5190,30.4,2.8,8.21,,
USGS,2172053,8/26/21 15:30,EDT,3990,30.4,2.1,7.94,,
USGS,2172053,8/26/21 15:45,EDT,3610,30.5,1.9,7.68,,
USGS,2172053,8/26/21 16:00,EDT,3940,30.4,2.1,7.44,,
USGS,2172053,8/26/21 16:15,EDT,3680,30.2,1.9,7.2,,
USGS,2172053,8/26/21 16:30,EDT,3310,30.1,1.7,6.95,,
USGS,2172053,8/26/21 16:45,EDT,3220,30.1,1.7,6.7,,
USGS,2172053,8/26/21 17:00,EDT,2940,30.1,1.5,6.47,,
USGS,2172053,8/26/21 17:15,EDT,1870,30.2,0.9,6.27,,
USGS,2172053,8/26/21 17:30,EDT,1380,30.3,0.7,6.08,,
USGS,2172053,8/26/21 17:45,EDT,1140,30.3,0.6,5.9,,
USGS,2172053,8/26/21 18:00,EDT,857,30.3,0.4,5.78,,
USGS,2172053,8/26/21 18:15,EDT,637,30.3,0.3,5.68,,
USGS,2172053,8/26/21 18:30,EDT,541,30.3,0.3,5.65,,
USGS,2172053,8/26/21 18:45,EDT,537,30.2,0.3,5.64,,
USGS,2172053,8/26/21 19:00,EDT,432,30.2,0.2,5.69,,
USGS,2172053,8/26/21 19:15,EDT,374,30.2,0.2,5.77,,
USGS,2172053,8/26/21 19:30,EDT,321,30.2,0.2,5.97,,
USGS,2172053,8/26/21 19:45,EDT,315,30.2,0.1,6.26,,
USGS,2172053,8/26/21 20:00,EDT,311,30.2,0.1,6.6,,
USGS,2172053,8/26/21 20:15,EDT,280,30.2,0.1,6.97,,
USGS,2172053,8/26/21 20:30,EDT,244,30.2,0.1,7.33,,
USGS,2172053,8/26/21 20:45,EDT,260,30.2,0.1,7.66,,
USGS,2172053,8/26/21 21:00,EDT,249,30.2,0.1,7.99,,
USGS,2172053,8/26/21 21:15,EDT,275,30.2,0.1,8.33,,
USGS,2172053,8/26/21 21:30,EDT,265,30.2,0.1,8.64,,
USGS,2172053,8/26/21 21:45,EDT,271,30.2,0.1,8.87,,
USGS,2172053,8/26/21 22:00,EDT,533,30.2,0.3,9.03,,
USGS,2172053,8/26/21 22:15,EDT,612,30.2,0.3,9.22,,
USGS,2172053,8/26/21 22:30,EDT,539,30.2,0.3,9.35,,
USGS,2172053,8/26/21 22:45,EDT,445,30.2,0.2,9.46,,
USGS,2172053,8/26/21 23:00,EDT,451,30.2,0.2,9.6,,
USGS,2172053,8/26/21 23:15,EDT,585,30.2,0.3,9.7,,
USGS,2172053,8/26/21 23:30,EDT,752,30.2,0.4,9.78,,
USGS,2172053,8/26/21 23:45,EDT,837,30.2,0.4,9.86,,
USGS,2172053,8/27/21 0:00,EDT,1100,30.1,0.5,9.95,,
USGS,2172053,8/27/21 0:15,EDT,1390,30.1,0.7,10.01,,
USGS,2172053,8/27/21 0:30,EDT,2190,30.1,1.1,10.05,,
USGS,2172053,8/27/21 0:45,EDT,3330,30.1,1.7,10.09,,
USGS,2172053,8/27/21 1:00,EDT,4210,30,2.2,10.13,,
USGS,2172053,8/27/21 1:15,EDT,4470,30,2.4,10.12,,
USGS,2172053,8/27/21 1:30,EDT,6520,30,3.6,10.06,,
USGS,2172053,8/27/21 1:45,EDT,6660,30,3.6,9.97,,
USGS,2172053,8/27/21 2:00,EDT,7460,30,4.1,9.83,,
USGS,2172053,8/27/21 2:15,EDT,6460,30,3.5,9.67,,
USGS,2172053,8/27/21 2:30,EDT,6470,30,3.5,9.4,,
USGS,2172053,8/27/21 2:45,EDT,4970,30,2.7,9.11,,
USGS,2172053,8/27/21 3:00,EDT,4860,30,2.6,8.8,,
