agency_cd,site_no,datetime,tz_cd,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius","Temperature, water, degrees Celsius"," Salinity, water, unfiltered, parts per thousand","Gage height, feet",,
USGS,2172053,5/2/21 9:45,EDT,474,21.9,0.2,6.48,,
USGS,2172053,5/2/21 10:00,EDT,440,21.9,0.2,6.77,,
USGS,2172053,5/2/21 10:15,EDT,434,21.9,0.2,7.12,,
USGS,2172053,5/2/21 10:30,EDT,494,22,0.2,7.55,,
USGS,2172053,5/2/21 10:45,EDT,461,22,0.2,7.96,,
USGS,2172053,5/2/21 11:00,EDT,429,21.9,0.2,8.23,,
USGS,2172053,5/2/21 11:15,EDT,427,21.9,0.2,8.59,,
USGS,2172053,5/2/21 11:30,EDT,685,22,0.3,8.79,,
USGS,2172053,5/2/21 11:45,EDT,766,22,0.4,8.97,,
USGS,2172053,5/2/21 12:00,EDT,671,22,0.3,9.11,,
USGS,2172053,5/2/21 12:15,EDT,682,22,0.3,9.27,,
USGS,2172053,5/2/21 12:30,EDT,708,22,0.3,9.37,,
USGS,2172053,5/2/21 12:45,EDT,927,22.1,0.5,9.51,,
USGS,2172053,5/2/21 13:00,EDT,1090,22.1,0.5,9.63,,
USGS,2172053,5/2/21 13:15,EDT,1090,22.1,0.5,9.73,,
USGS,2172053,5/2/21 13:30,EDT,1690,22.1,0.9,9.83,,
USGS,2172053,5/2/21 13:45,EDT,2300,22.1,1.2,9.89,,
USGS,2172053,5/2/21 14:00,EDT,3400,22.1,1.8,9.95,,
USGS,2172053,5/2/21 14:15,EDT,3690,22.1,1.9,9.98,,
USGS,2172053,5/2/21 14:30,EDT,4250,22.1,2.3,10.01,,
USGS,2172053,5/2/21 14:45,EDT,4580,22.1,2.4,10.02,,
USGS,2172053,5/2/21 15:00,EDT,5460,22.2,2.9,10,,
USGS,2172053,5/2/21 15:15,EDT,5630,22.2,3,9.96,,
USGS,2172053,5/2/21 15:30,EDT,6250,22.2,3.4,9.86,,
USGS,2172053,5/2/21 15:45,EDT,6600,22.2,3.6,9.73,,
USGS,2172053,5/2/21 16:00,EDT,6780,22.2,3.7,9.51,,
USGS,2172053,5/2/21 16:15,EDT,6410,22.2,3.5,9.27,,
USGS,2172053,5/2/21 16:30,EDT,4890,22.4,2.6,9.03,,
USGS,2172053,5/2/21 16:45,EDT,5490,22.3,3,8.68,,
USGS,2172053,5/2/21 17:00,EDT,4400,22.5,2.3,8.3,,
USGS,2172053,5/2/21 17:15,EDT,3530,22.7,1.9,7.97,,
USGS,2172053,5/2/21 17:30,EDT,3120,22.8,1.6,7.71,,
USGS,2172053,5/2/21 17:45,EDT,3060,22.8,1.6,7.44,,
USGS,2172053,5/2/21 18:00,EDT,2800,22.3,1.5,7.16,,
USGS,2172053,5/2/21 18:15,EDT,2470,22.3,1.3,6.87,,
USGS,2172053,5/2/21 18:30,EDT,2150,22.3,1.1,6.59,,
USGS,2172053,5/2/21 18:45,EDT,1500,22.3,0.8,6.36,,
USGS,2172053,5/2/21 19:00,EDT,1180,22.3,0.6,6.15,,
USGS,2172053,5/2/21 19:15,EDT,968,22.3,0.5,5.94,,
USGS,2172053,5/2/21 19:30,EDT,773,22.3,0.4,5.77,,
USGS,2172053,5/2/21 19:45,EDT,646,22.2,0.3,5.64,,
USGS,2172053,5/2/21 20:00,EDT,509,22.2,0.2,5.55,,
USGS,2172053,5/2/21 20:15,EDT,465,22.2,0.2,5.55,,
USGS,2172053,5/2/21 20:30,EDT,414,22.2,0.2,5.56,,
USGS,2172053,5/2/21 20:45,EDT,364,22.2,0.2,5.67,,
USGS,2172053,5/2/21 21:00,EDT,341,22.2,0.2,5.86,,
USGS,2172053,5/2/21 21:15,EDT,333,22.2,0.2,6.07,,
USGS,2172053,5/2/21 21:30,EDT,330,22.2,0.2,6.36,,
USGS,2172053,5/2/21 21:45,EDT,297,22.2,0.1,6.64,,
USGS,2172053,5/2/21 22:00,EDT,290,22.2,0.1,6.96,,
USGS,2172053,5/2/21 22:15,EDT,276,22.2,0.1,7.32,,
USGS,2172053,5/2/21 22:30,EDT,295,22.2,0.1,7.68,,
USGS,2172053,5/2/21 22:45,EDT,285,22.2,0.1,8.03,,
USGS,2172053,5/2/21 23:00,EDT,278,22.2,0.1,8.37,,
USGS,2172053,5/2/21 23:15,EDT,278,22.2,0.1,8.64,,
USGS,2172053,5/2/21 23:30,EDT,281,22.2,0.1,8.87,,
USGS,2172053,5/2/21 23:45,EDT,438,22.2,0.2,9.01,,
USGS,2172053,5/3/21 0:00,EDT,441,22.2,0.2,9.17,,
USGS,2172053,5/3/21 0:15,EDT,444,22.2,0.2,9.31,,
USGS,2172053,5/3/21 0:30,EDT,391,22.2,0.2,9.42,,
USGS,2172053,5/3/21 0:45,EDT,399,22.2,0.2,9.55,,
USGS,2172053,5/3/21 1:00,EDT,544,22.2,0.3,9.75,,
USGS,2172053,5/3/21 1:15,EDT,650,22.2,0.3,9.87,,
USGS,2172053,5/3/21 1:30,EDT,748,22.2,0.4,10,,
USGS,2172053,5/3/21 1:45,EDT,733,22.2,0.4,10.13,,
USGS,2172053,5/3/21 2:00,EDT,1460,22.2,0.7,10.25,,
USGS,2172053,5/3/21 2:15,EDT,1780,22.2,0.9,10.33,,
USGS,2172053,5/3/21 2:30,EDT,1950,22.2,1,10.4,,
USGS,2172053,5/3/21 2:45,EDT,2980,22.3,1.6,10.48,,
USGS,2172053,5/3/21 3:00,EDT,4010,22.3,2.1,10.55,,
USGS,2172053,5/3/21 3:15,EDT,5250,22.3,2.8,10.58,,
USGS,2172053,5/3/21 3:30,EDT,6060,22.3,3.3,10.58,,
USGS,2172053,5/3/21 3:45,EDT,7600,22.3,4.2,10.56,,
USGS,2172053,5/3/21 4:00,EDT,8830,22.3,4.9,10.51,,
USGS,2172053,5/3/21 4:15,EDT,8600,22.3,4.8,10.43,,
USGS,2172053,5/3/21 4:30,EDT,9490,22.3,5.3,10.32,,
USGS,2172053,5/3/21 4:45,EDT,9120,22.3,5.1,10.15,,
USGS,2172053,5/3/21 5:00,EDT,10000,22.3,5.6,9.91,,
USGS,2172053,5/3/21 5:15,EDT,9190,22.2,5.1,9.62,,
USGS,2172053,5/3/21 5:30,EDT,7890,22.2,4.4,9.29,,
USGS,2172053,5/3/21 5:45,EDT,7220,22.2,4,8.89,,
USGS,2172053,5/3/21 6:00,EDT,4360,22.1,2.3,8.51,,
USGS,2172053,5/3/21 6:15,EDT,3610,22.1,1.9,8.12,,
USGS,2172053,5/3/21 6:30,EDT,2980,22.1,1.6,7.9,,
USGS,2172053,5/3/21 6:45,EDT,3530,22.1,1.9,7.59,,
USGS,2172053,5/3/21 7:00,EDT,3520,22.2,1.8,7.26,,
USGS,2172053,5/3/21 7:15,EDT,3590,22.2,1.9,6.94,,
USGS,2172053,5/3/21 7:30,EDT,3260,22.2,1.7,6.65,,
USGS,2172053,5/3/21 7:45,EDT,2720,22.2,1.4,6.41,,
USGS,2172053,5/3/21 8:00,EDT,1890,22.2,1,6.12,,
USGS,2172053,5/3/21 8:15,EDT,1520,22.2,0.8,5.89,,
USGS,2172053,5/3/21 8:30,EDT,1030,22.2,0.5,5.69,,
USGS,2172053,5/3/21 8:45,EDT,965,22.2,0.5,5.54,,
USGS,2172053,5/3/21 9:00,EDT,759,22.2,0.4,5.44,,
USGS,2172053,5/3/21 9:15,EDT,598,22.2,0.3,5.39,,
USGS,2172053,5/3/21 9:30,EDT,542,22.2,0.3,5.35,,
USGS,2172053,5/3/21 9:45,EDT,493,22.2,0.2,5.44,,
USGS,2172053,5/3/21 10:00,EDT,433,22.2,0.2,5.55,,
USGS,2172053,5/3/21 10:15,EDT,423,22.3,0.2,5.74,,
USGS,2172053,5/3/21 10:30,EDT,327,22.2,0.2,6.03,,
USGS,2172053,5/3/21 10:45,EDT,337,22.2,0.2,6.38,,
USGS,2172053,5/3/21 11:00,EDT,313,22.3,0.1,6.73,,
USGS,2172053,5/3/21 11:15,EDT,334,22.3,0.2,7.09,,
USGS,2172053,5/3/21 11:30,EDT,345,22.3,0.2,7.48,,
USGS,2172053,5/3/21 11:45,EDT,310,22.3,0.1,7.79,,
USGS,2172053,5/3/21 12:00,EDT,306,22.3,0.1,8.07,,
USGS,2172053,5/3/21 12:15,EDT,301,22.3,0.1,8.29,,
USGS,2172053,5/3/21 12:30,EDT,499,22.3,0.2,8.54,,
USGS,2172053,5/3/21 12:45,EDT,554,22.3,0.3,8.71,,
USGS,2172053,5/3/21 13:00,EDT,533,22.3,0.3,8.87,,
USGS,2172053,5/3/21 13:15,EDT,436,22.3,0.2,8.97,,
USGS,2172053,5/3/21 13:30,EDT,474,22.3,0.2,9.09,,
USGS,2172053,5/3/21 13:45,EDT,772,22.4,0.4,9.19,,
USGS,2172053,5/3/21 14:00,EDT,730,22.5,0.4,9.33,,
USGS,2172053,5/3/21 14:15,EDT,898,22.4,0.4,9.41,,
USGS,2172053,5/3/21 14:30,EDT,1060,22.5,0.5,9.53,,
USGS,2172053,5/3/21 14:45,EDT,1420,22.5,0.7,9.61,,
USGS,2172053,5/3/21 15:00,EDT,1900,22.5,1,9.65,,
USGS,2172053,5/3/21 15:15,EDT,2510,22.5,1.3,9.68,,
USGS,2172053,5/3/21 15:30,EDT,3130,22.5,1.6,9.7,,
USGS,2172053,5/3/21 15:45,EDT,3300,22.5,1.7,9.71,,
USGS,2172053,5/3/21 16:00,EDT,3570,22.6,1.9,9.7,,
USGS,2172053,5/3/21 16:15,EDT,4160,22.6,2.2,9.65,,
USGS,2172053,5/3/21 16:30,EDT,4880,22.6,2.6,9.57,,
USGS,2172053,5/3/21 16:45,EDT,4990,22.6,2.7,9.39,,
USGS,2172053,5/3/21 17:00,EDT,4800,22.6,2.6,9.21,,
USGS,2172053,5/3/21 17:15,EDT,4590,22.6,2.4,8.97,,
USGS,2172053,5/3/21 17:30,EDT,3350,22.7,1.8,8.72,,
USGS,2172053,5/3/21 17:45,EDT,3050,22.7,1.6,8.46,,
USGS,2172053,5/3/21 18:00,EDT,2970,22.8,1.5,8.17,,
USGS,2172053,5/3/21 18:15,EDT,2580,22.9,1.3,7.93,,
USGS,2172053,5/3/21 18:30,EDT,2250,23,1.2,7.68,,
USGS,2172053,5/3/21 18:45,EDT,2080,22.8,1.1,7.39,,
USGS,2172053,5/3/21 19:00,EDT,1710,22.7,0.9,7.12,,
USGS,2172053,5/3/21 19:15,EDT,1460,22.6,0.7,6.86,,
USGS,2172053,5/3/21 19:30,EDT,1150,22.6,0.6,6.59,,
USGS,2172053,5/3/21 19:45,EDT,877,22.6,0.4,6.37,,
USGS,2172053,5/3/21 20:00,EDT,756,22.6,0.4,6.1,,
USGS,2172053,5/3/21 20:15,EDT,631,22.6,0.3,5.89,,
USGS,2172053,5/3/21 20:30,EDT,519,22.6,0.2,5.76,,
USGS,2172053,5/3/21 20:45,EDT,467,22.6,0.2,5.6,,
USGS,2172053,5/3/21 21:00,EDT,394,22.6,0.2,5.54,,
USGS,2172053,5/3/21 21:15,EDT,337,22.6,0.2,5.53,,
USGS,2172053,5/3/21 21:30,EDT,351,22.6,0.2,5.53,,
USGS,2172053,5/3/21 21:45,EDT,310,22.6,0.1,5.55,,
USGS,2172053,5/3/21 22:00,EDT,286,22.6,0.1,5.62,,
USGS,2172053,5/3/21 22:15,EDT,296,22.6,0.1,5.71,,
USGS,2172053,5/3/21 22:30,EDT,273,22.6,0.1,5.86,,
USGS,2172053,5/3/21 22:45,EDT,234,22.6,0.1,5.98,,
USGS,2172053,5/3/21 23:00,EDT,217,22.5,0.1,6.19,,
USGS,2172053,5/3/21 23:15,EDT,217,22.5,0.1,6.48,,
USGS,2172053,5/3/21 23:30,EDT,215,22.5,0.1,6.8,,
USGS,2172053,5/3/21 23:45,EDT,215,22.5,0.1,7.19,,
USGS,2172053,5/4/21 0:00,EDT,209,22.5,0.1,7.51,,
USGS,2172053,5/4/21 0:15,EDT,200,22.5,0.1,7.81,,
USGS,2172053,5/4/21 0:30,EDT,201,22.5,0.1,8.06,,
USGS,2172053,5/4/21 0:45,EDT,199,22.5,0.1,8.28,,
USGS,2172053,5/4/21 1:00,EDT,211,22.5,0.1,8.53,,
USGS,2172053,5/4/21 1:15,EDT,279,22.5,0.1,8.7,,
USGS,2172053,5/4/21 1:30,EDT,278,22.5,0.1,,,
USGS,2172053,5/4/21 1:45,EDT,261,22.5,0.1,8.93,,
USGS,2172053,5/4/21 2:00,EDT,241,22.5,0.1,9.16,,
USGS,2172053,5/4/21 2:15,EDT,308,22.5,0.1,9.28,,
USGS,2172053,5/4/21 2:30,EDT,396,22.5,0.2,9.41,,
USGS,2172053,5/4/21 2:45,EDT,441,22.5,0.2,9.54,,
USGS,2172053,5/4/21 3:00,EDT,658,22.5,0.3,9.68,,
USGS,2172053,5/4/21 3:15,EDT,657,22.5,0.3,9.79,,
USGS,2172053,5/4/21 3:30,EDT,932,22.5,0.5,9.89,,
USGS,2172053,5/4/21 3:45,EDT,963,22.5,0.5,9.97,,
USGS,2172053,5/4/21 4:00,EDT,1160,22.5,0.6,10.05,,
USGS,2172053,5/4/21 4:15,EDT,1500,22.5,0.8,10.12,,
USGS,2172053,5/4/21 4:30,EDT,1900,22.5,1,10.17,,
USGS,2172053,5/4/21 4:45,EDT,3720,22.6,2,10.17,,
USGS,2172053,5/4/21 5:00,EDT,5120,22.6,2.8,10.13,,
USGS,2172053,5/4/21 5:15,EDT,5120,22.6,2.8,10.06,,
USGS,2172053,5/4/21 5:30,EDT,5750,22.6,3.1,9.91,,
USGS,2172053,5/4/21 5:45,EDT,6810,22.6,3.7,9.76,,
USGS,2172053,5/4/21 6:00,EDT,6010,22.6,3.3,9.54,,
USGS,2172053,5/4/21 6:15,EDT,5460,22.6,2.9,9.27,,
USGS,2172053,5/4/21 6:30,EDT,5020,22.5,2.7,8.88,,
USGS,2172053,5/4/21 6:45,EDT,4470,22.5,2.4,8.42,,
USGS,2172053,5/4/21 7:00,EDT,3690,22.5,1.9,8.03,,
USGS,2172053,5/4/21 7:15,EDT,2480,22.4,1.3,7.67,,
USGS,2172053,5/4/21 7:30,EDT,2120,22.4,1.1,7.38,,
USGS,2172053,5/4/21 7:45,EDT,2240,22.5,1.1,7.12,,
USGS,2172053,5/4/21 8:00,EDT,1870,22.5,1,6.86,,
USGS,2172053,5/4/21 8:15,EDT,1730,22.5,0.9,6.6,,
USGS,2172053,5/4/21 8:30,EDT,1430,22.5,0.7,6.35,,
USGS,2172053,5/4/21 8:45,EDT,1120,22.5,0.6,6.1,,
USGS,2172053,5/4/21 9:00,EDT,968,22.5,0.5,5.82,,
USGS,2172053,5/4/21 9:15,EDT,753,22.5,0.4,5.56,,
USGS,2172053,5/4/21 9:30,EDT,633,22.5,0.3,5.32,,
USGS,2172053,5/4/21 9:45,EDT,417,22.6,0.2,5.16,,
USGS,2172053,5/4/21 10:00,EDT,474,22.6,0.2,5.03,,
USGS,2172053,5/4/21 10:15,EDT,322,22.6,0.2,4.96,,
USGS,2172053,5/4/21 10:30,EDT,280,22.6,0.1,4.94,,
USGS,2172053,5/4/21 10:45,EDT,256,22.6,0.1,5.06,,
USGS,2172053,5/4/21 11:00,EDT,244,22.7,0.1,5.28,,
USGS,2172053,5/4/21 11:15,EDT,252,22.8,0.1,5.56,,
USGS,2172053,5/4/21 11:30,EDT,217,22.7,0.1,5.91,,
USGS,2172053,5/4/21 11:45,EDT,226,22.9,0.1,6.28,,
USGS,2172053,5/4/21 12:00,EDT,200,22.9,0.1,6.57,,
USGS,2172053,5/4/21 12:15,EDT,197,22.8,0.1,6.91,,
USGS,2172053,5/4/21 12:30,EDT,201,22.8,0.1,7.26,,
USGS,2172053,5/4/21 12:45,EDT,198,22.7,0.1,7.6,,
USGS,2172053,5/4/21 13:00,EDT,203,22.8,0.1,7.85,,
USGS,2172053,5/4/21 13:15,EDT,260,22.8,0.1,8.02,,
USGS,2172053,5/4/21 13:30,EDT,357,22.8,0.2,8.15,,
USGS,2172053,5/4/21 13:45,EDT,400,22.8,0.2,8.31,,
USGS,2172053,5/4/21 14:00,EDT,306,22.9,0.1,8.51,,
USGS,2172053,5/4/21 14:15,EDT,322,22.9,0.2,8.68,,
USGS,2172053,5/4/21 14:30,EDT,329,22.9,0.2,8.86,,
USGS,2172053,5/4/21 14:45,EDT,544,22.9,0.3,9.02,,
USGS,2172053,5/4/21 15:00,EDT,600,23,0.3,9.15,,
USGS,2172053,5/4/21 15:15,EDT,591,23,0.3,9.26,,
USGS,2172053,5/4/21 15:30,EDT,1190,23,0.6,9.34,,
USGS,2172053,5/4/21 15:45,EDT,1450,23,0.7,9.42,,
USGS,2172053,5/4/21 16:00,EDT,1580,23,0.8,9.5,,
USGS,2172053,5/4/21 16:15,EDT,1960,23,1,9.59,,
USGS,2172053,5/4/21 16:30,EDT,2250,22.9,1.2,9.67,,
USGS,2172053,5/4/21 16:45,EDT,2510,22.9,1.3,9.7,,
USGS,2172053,5/4/21 17:00,EDT,3190,22.9,1.7,9.69,,
USGS,2172053,5/4/21 17:15,EDT,4430,23,2.4,9.63,,
USGS,2172053,5/4/21 17:30,EDT,5030,22.9,2.7,9.51,,
USGS,2172053,5/4/21 17:45,EDT,5270,22.9,2.8,9.35,,
USGS,2172053,5/4/21 18:00,EDT,4440,23,2.4,9.13,,
USGS,2172053,5/4/21 18:15,EDT,4190,23,2.2,8.84,,
USGS,2172053,5/4/21 18:30,EDT,3020,23.1,1.6,8.52,,
USGS,2172053,5/4/21 18:45,EDT,3070,23.1,1.6,8.18,,
USGS,2172053,5/4/21 19:00,EDT,2290,23.3,1.2,7.9,,
USGS,2172053,5/4/21 19:15,EDT,2140,23.3,1.1,7.58,,
USGS,2172053,5/4/21 19:30,EDT,1870,23.3,0.9,7.33,,
USGS,2172053,5/4/21 19:45,EDT,1810,23.1,0.9,7.02,,
USGS,2172053,5/4/21 20:00,EDT,1620,23.1,0.8,6.78,,
USGS,2172053,5/4/21 20:15,EDT,1350,23.1,0.7,6.53,,
USGS,2172053,5/4/21 20:30,EDT,945,23.1,0.5,6.3,,
USGS,2172053,5/4/21 20:45,EDT,922,23.1,0.5,6.03,,
USGS,2172053,5/4/21 21:00,EDT,527,23.1,0.3,5.84,,
USGS,2172053,5/4/21 21:15,EDT,395,23,0.2,5.69,,
USGS,2172053,5/4/21 21:30,EDT,409,23,0.2,5.52,,
USGS,2172053,5/4/21 21:45,EDT,384,23,0.2,5.45,,
USGS,2172053,5/4/21 22:00,EDT,270,23,0.1,5.37,,
USGS,2172053,5/4/21 22:15,EDT,276,23,0.1,5.33,,
USGS,2172053,5/4/21 22:30,EDT,239,23,0.1,5.33,,
USGS,2172053,5/4/21 22:45,EDT,263,23,0.1,5.34,,
USGS,2172053,5/4/21 23:00,EDT,215,23,0.1,5.46,,
USGS,2172053,5/4/21 23:15,EDT,197,23,0.1,5.58,,
USGS,2172053,5/4/21 23:30,EDT,186,23,0.1,5.73,,
USGS,2172053,5/4/21 23:45,EDT,194,23,0.1,5.94,,
USGS,2172053,5/5/21 0:00,EDT,195,23,0.1,6.12,,
USGS,2172053,5/5/21 0:15,EDT,168,23,0.1,6.41,,
USGS,2172053,5/5/21 0:30,EDT,174,23,0.1,6.7,,
USGS,2172053,5/5/21 0:45,EDT,173,23,0.1,7.01,,
USGS,2172053,5/5/21 1:00,EDT,167,23,0.1,7.31,,
USGS,2172053,5/5/21 1:15,EDT,163,23,0.1,7.63,,
USGS,2172053,5/5/21 1:30,EDT,161,23,0.1,7.89,,
USGS,2172053,5/5/21 1:45,EDT,173,23,0.1,8.09,,
USGS,2172053,5/5/21 2:00,EDT,291,23,0.1,8.29,,
USGS,2172053,5/5/21 2:15,EDT,280,23,0.1,8.54,,
USGS,2172053,5/5/21 2:30,EDT,229,23,0.1,8.74,,
USGS,2172053,5/5/21 2:45,EDT,223,23,0.1,8.91,,
USGS,2172053,5/5/21 3:00,EDT,288,23,0.1,9.07,,
USGS,2172053,5/5/21 3:15,EDT,364,23,0.2,9.23,,
USGS,2172053,5/5/21 3:30,EDT,387,23,0.2,9.37,,
USGS,2172053,5/5/21 3:45,EDT,522,23,0.3,9.48,,
USGS,2172053,5/5/21 4:00,EDT,636,23,0.3,9.57,,
USGS,2172053,5/5/21 4:15,EDT,960,23,0.5,9.66,,
USGS,2172053,5/5/21 4:30,EDT,990,23,0.5,9.72,,
USGS,2172053,5/5/21 4:45,EDT,1230,23,0.6,9.75,,
USGS,2172053,5/5/21 5:00,EDT,1550,23,0.8,9.76,,
USGS,2172053,5/5/21 5:15,EDT,2430,23,1.2,9.76,,
USGS,2172053,5/5/21 5:30,EDT,4080,23,2.2,9.73,,
USGS,2172053,5/5/21 5:45,EDT,5030,23,2.7,9.7,,
USGS,2172053,5/5/21 6:00,EDT,5000,23,2.7,9.63,,
USGS,2172053,5/5/21 6:15,EDT,5580,23,3,9.54,,
USGS,2172053,5/5/21 6:30,EDT,5000,23,2.7,9.4,,
USGS,2172053,5/5/21 6:45,EDT,4960,23,2.7,9.22,,
USGS,2172053,5/5/21 7:00,EDT,4520,23,2.4,8.96,,
USGS,2172053,5/5/21 7:15,EDT,4490,23,2.4,8.68,,
USGS,2172053,5/5/21 7:30,EDT,4310,23,2.3,8.35,,
USGS,2172053,5/5/21 7:45,EDT,3530,23,1.9,8.05,,
USGS,2172053,5/5/21 8:00,EDT,3400,22.9,1.8,7.74,,
USGS,2172053,5/5/21 8:15,EDT,2770,22.9,1.4,7.35,,
USGS,2172053,5/5/21 8:30,EDT,2370,23,1.2,7.02,,
USGS,2172053,5/5/21 8:45,EDT,2300,23,1.2,6.72,,
USGS,2172053,5/5/21 9:00,EDT,1790,23,0.9,6.43,,
USGS,2172053,5/5/21 9:15,EDT,1440,23,0.7,6.16,,
USGS,2172053,5/5/21 9:30,EDT,1280,23.1,0.6,5.85,,
USGS,2172053,5/5/21 9:45,EDT,947,23.1,0.5,5.56,,
USGS,2172053,5/5/21 10:00,EDT,760,23.1,0.4,5.29,,
USGS,2172053,5/5/21 10:15,EDT,526,23.1,0.3,5.07,,
USGS,2172053,5/5/21 10:30,EDT,570,23.1,0.3,4.92,,
USGS,2172053,5/5/21 10:45,EDT,323,23.1,0.2,4.81,,
USGS,2172053,5/5/21 11:00,EDT,291,23.1,0.1,4.75,,
USGS,2172053,5/5/21 11:15,EDT,312,23.2,0.1,4.69,,
USGS,2172053,5/5/21 11:30,EDT,271,23.2,0.1,4.7,,
USGS,2172053,5/5/21 11:45,EDT,229,23.2,0.1,4.8,,
USGS,2172053,5/5/21 12:00,EDT,197,23.2,0.1,4.98,,
USGS,2172053,5/5/21 12:15,EDT,216,23.3,0.1,5.23,,
USGS,2172053,5/5/21 12:30,EDT,189,23.3,0.1,5.5,,
USGS,2172053,5/5/21 12:45,EDT,172,23.3,0.1,5.78,,
USGS,2172053,5/5/21 13:00,EDT,190,23.5,0.1,6.13,,
USGS,2172053,5/5/21 13:15,EDT,168,23.3,0.1,6.42,,
USGS,2172053,5/5/21 13:30,EDT,170,23.3,0.1,6.75,,
USGS,2172053,5/5/21 13:45,EDT,168,23.3,0.1,7.04,,
USGS,2172053,5/5/21 14:00,EDT,173,23.3,0.1,7.33,,
USGS,2172053,5/5/21 14:15,EDT,316,23.3,0.2,7.57,,
USGS,2172053,5/5/21 14:30,EDT,367,23.3,0.2,7.87,,
USGS,2172053,5/5/21 14:45,EDT,362,23.3,0.2,8.08,,
USGS,2172053,5/5/21 15:00,EDT,245,23.3,0.1,8.26,,
USGS,2172053,5/5/21 15:15,EDT,288,23.3,0.1,8.45,,
USGS,2172053,5/5/21 15:30,EDT,460,23.4,0.2,8.67,,
USGS,2172053,5/5/21 15:45,EDT,463,23.4,0.2,8.85,,
USGS,2172053,5/5/21 16:00,EDT,592,23.4,0.3,8.99,,
USGS,2172053,5/5/21 16:15,EDT,742,23.4,0.4,9.11,,
USGS,2172053,5/5/21 16:30,EDT,1310,23.4,0.7,9.21,,
USGS,2172053,5/5/21 16:45,EDT,1560,23.4,0.8,9.27,,
USGS,2172053,5/5/21 17:00,EDT,1910,23.3,1,9.34,,
USGS,2172053,5/5/21 17:15,EDT,2220,23.3,1.1,9.42,,
USGS,2172053,5/5/21 17:30,EDT,2420,23.3,1.2,9.43,,
USGS,2172053,5/5/21 17:45,EDT,4180,23.3,2.2,9.48,,
USGS,2172053,5/5/21 18:00,EDT,4690,23.3,2.5,9.49,,
USGS,2172053,5/5/21 18:15,EDT,5400,23.3,2.9,9.46,,
USGS,2172053,5/5/21 18:30,EDT,5680,23.3,3.1,9.38,,
USGS,2172053,5/5/21 18:45,EDT,5370,23.3,2.9,9.26,,
USGS,2172053,5/5/21 19:00,EDT,4870,23.3,2.6,9.06,,
USGS,2172053,5/5/21 19:15,EDT,3250,23.4,1.7,8.84,,
USGS,2172053,5/5/21 19:30,EDT,3790,23.4,2,8.56,,
USGS,2172053,5/5/21 19:45,EDT,3310,23.4,1.7,8.22,,
USGS,2172053,5/5/21 20:00,EDT,2920,23.4,1.5,7.92,,
USGS,2172053,5/5/21 20:15,EDT,2460,23.4,1.3,7.62,,
USGS,2172053,5/5/21 20:30,EDT,2320,23.4,1.2,7.32,,
USGS,2172053,5/5/21 20:45,EDT,1690,23.4,0.9,7.05,,
USGS,2172053,5/5/21 21:00,EDT,1630,23.4,0.8,6.77,,
USGS,2172053,5/5/21 21:15,EDT,1240,23.4,0.6,6.55,,
USGS,2172053,5/5/21 21:30,EDT,990,23.4,0.5,6.34,,
USGS,2172053,5/5/21 21:45,EDT,680,23.4,0.3,6.05,,
USGS,2172053,5/5/21 22:00,EDT,551,23.4,0.3,5.86,,
USGS,2172053,5/5/21 22:15,EDT,452,23.4,0.2,5.63,,
USGS,2172053,5/5/21 22:30,EDT,393,23.4,0.2,5.42,,
USGS,2172053,5/5/21 22:45,EDT,337,23.4,0.2,5.21,,
USGS,2172053,5/5/21 23:00,EDT,213,23.4,0.1,5.1,,
USGS,2172053,5/5/21 23:15,EDT,198,23.4,0.1,5.02,,
USGS,2172053,5/5/21 23:30,EDT,185,23.4,0.1,4.98,,
USGS,2172053,5/5/21 23:45,EDT,180,23.3,0.1,5.02,,
USGS,2172053,5/6/21 0:00,EDT,178,23.3,0.1,5.08,,
USGS,2172053,5/6/21 0:15,EDT,160,23.4,0.1,5.2,,
USGS,2172053,5/6/21 0:30,EDT,148,23.4,0.1,5.45,,
USGS,2172053,5/6/21 0:45,EDT,142,23.3,0.1,5.74,,
USGS,2172053,5/6/21 1:00,EDT,145,23.3,0.1,6.04,,
USGS,2172053,5/6/21 1:15,EDT,134,23.3,0.1,6.38,,
USGS,2172053,5/6/21 1:30,EDT,147,23.3,0.1,6.74,,
USGS,2172053,5/6/21 1:45,EDT,145,23.3,0.1,7.07,,
USGS,2172053,5/6/21 2:00,EDT,138,23.3,0.1,7.38,,
USGS,2172053,5/6/21 2:15,EDT,143,23.3,0.1,7.68,,
USGS,2172053,5/6/21 2:30,EDT,146,23.3,0.1,7.87,,
USGS,2172053,5/6/21 2:45,EDT,187,23.3,0.1,8.07,,
USGS,2172053,5/6/21 3:00,EDT,225,23.3,0.1,8.23,,
USGS,2172053,5/6/21 3:15,EDT,219,23.3,0.1,8.41,,
USGS,2172053,5/6/21 3:30,EDT,192,23.3,0.1,8.58,,
USGS,2172053,5/6/21 3:45,EDT,196,23.3,0.1,8.72,,
USGS,2172053,5/6/21 4:00,EDT,345,23.3,0.2,8.82,,
USGS,2172053,5/6/21 4:15,EDT,311,23.3,0.1,8.95,,
USGS,2172053,5/6/21 4:30,EDT,407,23.3,0.2,9.1,,
USGS,2172053,5/6/21 4:45,EDT,640,23.3,0.3,9.23,,
